fAsym,fM3Trans,fLength,fConc1,fWidth,fDist,fConc,fM3Long,fAlpha,fSize,class
-14.6546,8.1478,29.4259,0.2028,17.0431,142.487,0.3633,-15.5914,45.059,2.4526,g
29.9765,8.9177,40.749,0.1009,26.1492,169.123,0.1933,-24.5987,8.364,3.2122,g
13.8792,7.6886,33.8898,0.1719,17.6924,90.7788,0.3026,25.8841,6.891,2.9647,g
-43.2684,-19.4233,85.6478,0.2004,20.1038,318.342,0.2719,61.6568,0.7472,3.3537,g
-4.4301,-8.5553,21.4944,0.3088,10.4204,207.058,0.5588,16.7152,14.8311,2.2304,g
-5.9833,12.4547,35.9225,0.1607,14.7049,131.396,0.3093,-17.4181,2.969,2.5224,g
-2.0615,-7.9478,38.5491,0.1515,19.1817,156.407,0.2947,27.1747,7.8488,3.0384,g
40.987,6.6499,32.0949,0.237,13.4114,197.379,0.4049,17.3007,14.233,2.6915,g
21.8132,-14.6917,29.9358,0.1691,23.5957,143.347,0.302,13.6714,39.0829,2.7427,g
24.2257,-11.409,24.8738,0.1648,19.3399,68.9708,0.3194,-13.6964,31.2269,2.7675,g
-13.3907,10.6172,13.1469,0.4788,10.548,225.093,0.7819,-4.7953,27.3603,2.2467,g
2.7603,0.0,23.6426,0.3705,0.0,122.76,0.7312,-12.9376,0.0,2.3149,g
-22.2515,-5.3397,36.2124,0.1963,9.5335,53.5635,0.3884,-24.4503,27.4653,2.3838,g
1.2051,12.6812,31.3143,0.1721,18.0536,183.056,0.284,14.7875,1.6985,2.873,g
30.1971,-12.4444,80.0634,0.0556,31.6829,286.451,0.1104,73.1529,0.57,3.7285,g
33.8612,-10.3577,45.5567,0.1404,16.8422,214.16,0.2749,24.1014,3.378,2.9263,g
9.9865,8.7369,20.5056,0.2683,12.823,205.635,0.51,14.0662,1.701,2.3531,g
41.6122,11.0464,88.6611,0.0981,23.5917,279.442,0.1866,91.629,0.71,3.3842,g
-16.3651,-11.9383,23.8669,0.2514,15.7684,118.458,0.4271,-17.0472,20.646,2.639,g
-22.4237,-13.4138,29.669,0.223,19.4103,232.553,0.4011,-21.0367,12.24,2.5521,g
15.6316,-10.7728,32.4734,0.3008,11.2154,93.2392,0.4799,30.4684,6.915,2.7271,g
-48.1293,22.0904,91.9495,0.1416,29.2949,291.833,0.2233,43.1926,4.1635,3.3654,g
37.0506,14.8701,48.6413,0.1654,19.3526,214.847,0.2978,20.0806,11.287,2.8048,g
15.6692,10.1028,12.691,0.3839,11.6996,164.163,0.7109,-8.7521,79.5407,2.0233,g
11.7908,-7.0757,23.2097,0.2269,19.4279,168.656,0.3823,20.3361,24.8586,2.7251,g
38.0039,5.8435,43.1149,0.1537,20.6045,168.887,0.2615,23.6864,2.4098,2.9609,g
-2.201,-12.3771,34.3373,0.1862,16.4943,30.8191,0.3246,-29.0313,48.259,2.8109,g
14.543,-10.5164,50.1872,0.096,27.6518,93.8376,0.1859,53.802,17.073,3.4718,g
-27.2263,14.3218,43.9615,0.109,20.2437,189.616,0.2092,-20.6041,6.846,3.1313,g
-16.8541,5.8666,24.598,0.2297,12.202,190.772,0.4492,-16.6278,8.0075,2.5955,g
8.9986,-8.7772,40.9468,0.1278,18.4822,188.205,0.2492,-21.5671,3.655,2.7882,g
25.683,9.2649,33.1959,0.2902,11.5356,182.24,0.4324,27.794,6.484,2.6289,g
-10.5469,6.9349,35.5524,0.1806,15.3608,166.058,0.3579,22.0225,13.69,2.7945,g
21.4803,-4.8388,18.1069,0.3447,10.398,145.226,0.6158,11.3674,45.778,2.2788,g
-19.4629,7.5957,23.3353,0.1755,20.2994,184.927,0.3298,-17.4883,29.1324,2.6721,g
-15.7609,-10.7083,31.8025,0.2076,12.3285,228.486,0.3929,-6.2242,9.822,2.3502,g
-4.6572,-5.3479,19.8547,0.3851,11.7229,104.52,0.6017,13.4459,42.523,2.4807,g
46.2421,12.2292,72.7983,0.0815,23.2986,206.648,0.1589,59.0347,7.4414,3.3429,g
3.1824,-11.3148,18.0762,0.3989,11.9477,130.658,0.5868,-10.1699,20.997,2.4464,g
-24.1813,3.0192,19.6908,0.3243,9.72,174.422,0.5792,-9.5954,25.149,2.3054,g
96.7367,-17.7369,92.3205,0.0993,31.3727,246.786,0.1704,-55.23,2.0919,3.0948,g
-3.1037,-3.4053,18.9658,0.4585,7.402,165.641,0.7798,8.6013,76.0739,2.1414,g
15.7854,-18.0274,38.525,0.1513,28.8308,119.196,0.2375,11.6545,2.3112,3.0257,g
-50.3473,5.8806,109.37,0.3973,7.2912,371.095,0.6705,-90.9952,0.589,2.4116,g
-37.1024,-7.8747,31.0208,0.2992,10.3206,189.763,0.5444,-15.7849,8.2969,2.5218,g
19.5589,-12.2202,37.6758,0.1335,25.6146,71.4024,0.2457,28.2246,20.1948,3.6018,g
19.6607,23.1282,68.6967,0.0996,24.7983,178.712,0.1858,76.9693,3.4614,3.1733,g
-25.018,-12.0047,22.7946,0.2442,17.6215,173.349,0.473,-12.1896,37.2132,2.2889,g
20.5709,4.8373,72.912,0.2131,10.4211,235.075,0.394,77.5674,9.402,2.6693,g
-31.1356,19.484,74.1464,0.1427,20.7143,300.163,0.2799,53.6291,4.802,2.7348,g
82.5458,16.8556,58.4387,0.139,17.4136,265.076,0.2641,42.7297,3.1218,2.9342,g
-15.0925,11.8992,62.1547,0.0949,22.8527,222.286,0.1805,43.1847,3.4278,3.4072,g
21.682,-4.6444,18.7703,0.3577,10.0147,194.863,0.6166,11.9557,50.86,2.4031,g
3.201,3.5891,24.1417,0.2287,18.2322,80.7012,0.3885,-13.1804,89.2231,2.7853,g
-64.0511,-16.7292,85.4576,0.0746,31.2369,297.823,0.1354,50.385,2.245,3.2899,g
-14.1093,-16.2378,54.2845,0.2927,17.4844,211.699,0.4683,-62.4836,1.7076,2.6217,g
-19.1665,11.4315,19.7692,0.3274,15.8392,50.7506,0.5489,-15.8836,83.8778,2.6821,g
2.3508,-5.857,20.6147,0.3646,7.1962,87.5154,0.722,-10.1138,25.643,2.1414,g
-33.6288,14.2476,53.6832,0.1904,18.8762,295.812,0.3777,-22.3987,0.803,2.8048,g
50.724,18.3796,108.261,0.0479,35.2459,230.846,0.0908,90.2158,1.873,3.9109,g
22.1605,-9.7075,64.713,0.0881,25.9065,209.056,0.1649,56.6713,1.569,3.5062,g
45.3996,10.6671,63.6676,0.1718,17.6143,122.622,0.3256,63.7663,20.872,2.5877,g
-46.6986,10.8811,49.8142,0.2781,14.8314,92.7215,0.5096,-30.2335,14.103,2.372,g
57.3802,-11.3089,47.4667,0.2172,17.912,223.254,0.3502,33.9482,11.762,2.7181,g
-40.125,17.9862,41.504,0.1496,21.5189,225.89,0.249,-31.0859,12.8677,2.6794,g
30.0344,-6.9531,47.1637,0.143,19.347,180.522,0.2606,40.5783,7.132,2.9363,g
-77.6508,12.3933,70.6596,0.0764,30.9809,253.993,0.1529,48.7238,11.138,3.1274,g
35.167,20.895,66.5662,0.0779,28.6046,261.59,0.1552,40.3408,0.4,3.5894,g
27.1233,-15.7731,28.3371,0.19,24.9896,107.15,0.3337,22.0479,7.208,2.968,g
20.2522,-12.9033,53.7088,0.1668,16.6628,252.365,0.2984,53.7607,11.677,2.8695,g
10.1771,-18.2423,79.7124,0.1708,35.2208,340.809,0.2914,-28.5291,2.129,3.3244,g
-1.3097,-9.1995,30.251,0.1768,13.6492,154.642,0.3495,17.8866,2.103,2.6946,g
6.1544,14.5851,20.7708,0.2267,16.7921,228.28,0.4404,11.5784,72.2425,2.5815,g
-17.8425,7.5929,27.1848,0.2188,14.0718,183.708,0.4052,14.9077,47.377,2.4893,g
-96.7076,-22.971,66.8289,0.1967,20.5976,325.446,0.3896,-28.5553,5.1606,2.8979,g
21.3774,17.1248,35.8341,0.148,21.9779,151.76,0.2649,-18.5377,6.11,2.7864,g
88.1908,14.4477,57.8911,0.1435,22.2757,193.871,0.2346,-36.4026,8.217,2.8497,g
34.1638,-10.954,62.7644,0.1001,25.1345,171.784,0.1807,64.2319,4.1234,3.7026,g
-18.1745,9.9684,30.3706,0.1531,22.2166,160.596,0.3005,-15.7373,6.7334,3.0177,g
28.3051,-7.8915,23.3751,0.3104,12.5305,94.5324,0.5924,4.9827,33.8435,2.3243,g
58.0917,17.8454,101.178,0.0763,26.3345,170.111,0.152,109.953,3.1693,3.1982,g
47.5036,-4.512,39.2852,0.1812,14.4233,254.953,0.3461,37.0007,11.679,2.7396,g
15.1407,-11.5795,12.7592,0.3678,11.6189,105.064,0.7234,-4.8943,1.2142,2.2162,g
-16.3295,11.951,34.2513,0.1514,17.3507,238.184,0.2762,-18.29,4.939,2.7202,g
-23.5159,-10.2216,23.2118,0.304,10.7747,114.905,0.5568,-19.3164,7.755,2.2455,g
-9.9563,10.863,43.0546,0.1475,19.9313,149.596,0.2625,30.6469,12.089,2.5676,g
2.6314,-8.5521,20.7417,0.2406,15.2144,151.372,0.4573,-10.302,16.395,2.4669,g
28.8057,-11.5998,22.3238,0.2504,11.6049,206.474,0.4888,10.4378,18.82,2.5231,g
73.8548,18.1939,79.6309,0.0788,30.9289,270.704,0.1556,71.5445,2.3084,3.466,g
20.9195,-10.0969,32.9957,0.327,12.5757,65.1353,0.5507,26.5732,71.066,2.4175,g
63.7436,-13.7127,60.012,0.1327,19.0335,196.59,0.2389,29.51,11.1868,2.9398,g
0.2545,-11.0293,26.1033,0.1827,19.74,182.494,0.3105,-7.5265,5.4609,2.7657,g
43.8255,-18.7429,40.0436,0.0881,29.8364,147.6,0.1673,22.922,1.6058,3.3093,g
3.915,-9.6919,18.8932,0.3245,15.3311,170.615,0.5239,-16.1011,14.71,2.4822,g
-10.3197,10.0655,43.9241,0.2486,10.9225,66.8513,0.381,-22.4855,21.329,2.7202,g
-32.3346,10.2052,23.6577,0.3,9.8458,126.2,0.5657,16.0048,26.831,2.243,g
26.7542,-16.0947,28.4739,0.1637,21.2686,30.4329,0.2945,12.1834,25.431,2.6862,g
-74.3157,14.111,70.0225,0.087,26.4199,256.658,0.1654,60.8729,3.902,3.3192,g
34.9796,15.0871,72.7908,0.0903,23.7428,202.542,0.1803,74.514,4.2311,3.5405,g
-19.9214,-4.5491,30.5807,0.2827,12.704,129.373,0.5298,-13.3648,0.0648,2.2253,g
-10.5013,-5.0981,35.086,0.1673,19.428,177.42,0.2688,20.5008,11.3154,3.1159,g
39.4292,-6.6409,31.3015,0.2228,12.9583,220.319,0.418,16.4468,7.923,2.4616,g
6.2344,-0.9389,25.7334,0.2792,16.1706,67.7852,0.4527,22.7043,49.1483,2.7316,g
-20.4804,2.7477,19.6633,0.4147,9.2678,211.998,0.6176,-14.1482,81.0899,2.2304,g
-27.2832,-23.4385,42.7735,0.1485,24.0127,277.779,0.2646,-27.861,13.269,2.7447,g
-18.8146,-8.6566,23.9467,0.2404,14.5395,185.734,0.446,12.5722,60.493,2.634,g
6.1052,10.0353,37.6122,0.1918,14.3011,220.166,0.3345,21.3123,28.521,2.7404,g
0.7829,9.4599,22.241,0.338,8.9672,185.545,0.6536,10.3637,32.6097,2.2529,g
-28.9954,-11.2782,27.506,0.1775,17.6938,187.61,0.338,12.4763,3.3162,2.7263,g
-26.9401,-10.1223,21.1305,0.2534,12.5141,168.833,0.4676,-12.1122,81.2274,2.4057,g
-14.2964,9.1943,27.515,0.2197,14.227,173.972,0.4034,-16.8821,8.977,2.6196,g
-1.0313,11.3766,31.5473,0.2,16.5484,196.962,0.3371,-21.8471,10.6245,2.5993,g
-19.5487,6.8677,18.0693,0.3996,9.6759,185.565,0.7162,-12.7659,84.2593,2.3598,g
-0.1913,15.8403,67.9187,0.1479,18.5575,232.656,0.2605,29.7202,9.654,2.9001,g
-12.7839,9.745,27.8546,0.2277,16.5647,213.389,0.4173,-19.3784,4.1367,2.882,g
-98.2812,24.6676,81.8495,0.1513,36.8892,237.432,0.2604,25.5609,16.194,2.772,g
8.6813,-13.7075,23.4123,0.2927,14.7674,212.326,0.4684,14.9779,39.4624,2.4997,g
-19.6781,-19.9625,70.2288,0.1506,28.4154,321.541,0.2553,65.1319,1.562,3.1828,g
33.6157,-9.5372,34.1392,0.2576,18.3298,112.276,0.3994,16.5571,13.7301,2.5599,g
12.7534,11.7229,29.0976,0.2458,15.3475,194.115,0.3919,6.2127,36.077,2.6243,g
-19.2304,11.1788,29.4748,0.1887,14.7801,162.78,0.3743,-15.1459,10.721,2.8264,g
23.2233,-13.0111,38.941,0.1265,22.4191,131.992,0.2234,27.294,13.913,3.2844,g
-26.4809,-9.4669,20.8484,0.2797,12.248,100.45,0.5082,-10.5577,68.6674,2.437,g
77.0907,2.3756,88.0174,0.0934,21.6106,243.888,0.1823,78.2005,6.986,3.2456,g
48.3117,-17.2875,59.0112,0.0921,26.2465,206.842,0.1691,45.5126,1.8811,3.5361,g
21.7908,-11.0191,79.539,0.0931,22.7182,267.36,0.1793,75.6075,1.6851,3.4649,g
10.6809,-23.9498,106.364,0.0301,49.748,244.643,0.0584,83.0956,0.624,4.3237,g
4.3277,16.9388,34.9792,0.1363,22.7377,94.4528,0.247,13.4747,4.075,3.0222,g
15.9987,10.5907,12.4899,0.3559,11.9789,217.134,0.6915,-8.5835,45.6611,2.1688,g
-27.225,9.9968,55.8434,0.1169,21.4546,233.588,0.2123,-27.5871,5.4306,3.2007,g
46.1909,-11.3574,68.7354,0.1182,20.5108,153.897,0.2175,45.2258,9.3666,2.9251,g
79.1655,-7.4207,64.5226,0.1878,14.9087,198.596,0.3115,-40.6169,0.47,2.5557,g
14.159,12.28,31.5737,0.155,19.7566,135.206,0.3006,-5.5612,29.603,2.6258,g
40.6911,-5.8822,38.3448,0.2093,14.1032,177.974,0.3781,26.0716,0.1899,2.8238,g
19.6874,7.8238,37.7253,0.1497,16.6038,256.048,0.2758,33.9511,15.834,2.7716,g
19.1387,-11.7582,26.7751,0.2155,18.1128,57.7037,0.4199,14.3378,66.0281,2.6556,g
12.1478,-7.7522,33.0776,0.2473,12.6328,97.1445,0.3963,-23.3928,29.307,2.5126,g
45.024,-9.1849,42.1712,0.2418,11.9324,124.56,0.4539,17.3649,10.7626,2.4829,g
-126.614,10.6782,67.2302,0.1486,17.0296,204.926,0.2896,59.9437,13.9446,2.9664,g
60.5019,7.7899,62.3261,0.1705,18.0596,122.613,0.3217,49.8049,73.9247,2.7574,g
65.4462,-11.9541,63.7006,0.1362,19.4801,245.152,0.2549,46.0652,8.519,3.2033,g
19.2474,6.2066,36.852,0.1131,25.1337,98.7117,0.2184,29.5049,8.877,3.0052,g
40.2922,-9.8638,38.7558,0.1562,15.7457,148.485,0.3108,14.8127,3.952,2.8041,g
33.752,-4.8554,57.7702,0.1504,19.8409,154.146,0.2272,43.2779,6.527,3.146,g
74.4441,10.4241,88.5562,0.0851,23.4657,230.344,0.1452,72.9694,0.8794,3.6856,g
36.2267,11.3817,41.745,0.1475,19.728,167.026,0.2504,34.9348,1.2137,3.1065,g
1.2627,5.3486,17.2692,0.3118,11.1405,206.442,0.5562,-6.3159,40.0799,2.2504,g
-15.7757,10.5502,23.1041,0.2146,16.8594,202.634,0.4216,-11.8597,21.8327,2.4281,g
44.3245,-9.4979,35.315,0.1799,16.4057,151.136,0.3145,29.9203,5.231,2.6871,g
-17.5294,-12.3432,30.7339,0.3098,13.3786,192.529,0.4583,-25.4043,4.661,2.5484,g
26.5122,-13.6362,46.3706,0.1603,21.9331,264.805,0.3109,32.6991,2.447,2.9206,g
13.9659,-7.5246,47.0893,0.0956,20.5962,180.709,0.1911,39.1249,2.621,2.9763,g
7.4801,-13.2124,19.7221,0.3096,15.8656,132.292,0.5196,13.3605,31.983,2.6248,g
13.4766,-17.264,32.9203,0.1401,27.2356,130.225,0.2679,28.0548,13.181,3.2348,g
23.7303,10.6866,31.4417,0.1722,19.7318,96.3967,0.333,21.7099,27.914,2.9827,g
67.6469,-10.7477,77.8088,0.1108,24.8816,201.848,0.1901,77.1651,19.558,3.233,g
-26.1392,-17.0144,71.9672,0.1339,29.0411,335.801,0.2371,61.4417,2.8019,3.4757,g
6.9242,-18.7103,37.4443,0.1447,24.6122,162.335,0.2667,27.5978,7.341,3.0257,g
10.1907,22.9415,94.8276,0.0506,37.9939,192.106,0.0905,86.3984,1.024,4.0896,g
30.0035,-13.6954,38.0902,0.1535,23.3226,78.4666,0.2619,27.8475,25.6015,3.2331,g
2.558,-13.4637,27.1239,0.1728,17.6472,234.602,0.3132,8.1116,16.169,3.058,g
19.3121,-9.4908,28.9475,0.1751,20.2296,197.445,0.2988,16.1185,56.0565,2.78,g
14.3448,-9.6018,12.9683,0.4431,11.098,162.358,0.7458,-6.908,38.1314,2.3149,g
1.9518,11.7761,35.7536,0.1584,18.467,132.719,0.267,-23.523,0.226,2.9834,g
-24.454,11.334,43.9643,0.2034,15.1253,171.96,0.3212,-25.9433,1.228,2.8454,g
-6.1004,-12.0952,58.6495,0.0961,27.8697,263.348,0.1814,-38.1196,6.845,3.0837,g
-32.2986,-20.6375,72.6419,0.1832,23.1654,329.579,0.2794,41.3698,2.1522,3.0101,g
22.2469,-7.8032,20.9402,0.2258,15.2975,107.513,0.4235,11.1188,14.19,2.5933,g
17.2429,-29.1995,91.6993,0.064,42.7846,346.239,0.1243,51.3861,1.9921,3.9713,g
18.7946,3.5509,17.8663,0.413,10.0635,76.7357,0.6482,13.3886,23.3338,2.4031,g
31.4747,6.3908,24.9509,0.2331,12.2758,184.21,0.4566,18.5466,23.425,2.4928,g
-25.5734,-3.8536,37.8835,0.1662,12.4431,242.106,0.3298,-25.4924,6.518,2.5752,g
31.1743,-8.1753,34.9294,0.1861,15.993,210.866,0.3505,23.9472,1.3937,2.5658,g
37.5401,-5.5475,26.8589,0.2248,11.3542,145.696,0.4465,6.5357,0.638,2.5145,g
34.4309,-6.9568,26.889,0.2324,9.8236,192.16,0.4468,19.4041,18.419,2.4433,g
37.0051,14.2353,77.8141,0.0897,26.5122,218.662,0.1644,65.7207,2.712,3.7987,g
8.6645,10.9604,20.2467,0.3162,10.4762,161.749,0.6275,-18.0061,79.4844,2.3096,g
-8.0461,9.9813,19.8657,0.3326,10.773,53.4503,0.5953,17.5656,17.929,2.3324,g
3.9625,2.9172,18.4491,0.4824,7.3587,135.144,0.8051,-8.2376,42.315,2.1945,g
31.9808,6.6446,39.4796,0.1959,16.8977,198.882,0.3474,28.3,1.129,2.932,g
-117.267,23.0827,112.635,0.1139,31.147,277.313,0.1918,89.9887,17.724,2.9868,g
6.3929,9.8976,27.1373,0.2743,13.7348,157.231,0.4851,20.5919,17.2732,2.4281,g
28.7515,18.8744,73.2648,0.0897,27.0787,285.997,0.1718,67.9722,6.2195,3.5292,g
47.2363,15.9629,61.374,0.112,22.8597,262.058,0.2108,46.4616,3.713,3.0245,g
-19.0605,5.4537,31.257,0.2097,10.796,187.887,0.4086,-23.4546,1.9639,2.4456,g
-15.4833,11.1393,12.6846,0.3725,11.7208,200.477,0.7137,7.3755,4.176,2.1055,g
11.1126,4.8509,12.8557,0.5723,9.8076,169.005,0.79,8.5403,78.748,2.4141,g
-13.5799,11.5805,13.4592,0.4704,10.0133,116.823,0.8162,-6.8066,17.4488,2.2055,g
38.7981,10.4323,28.7248,0.1875,16.5417,226.558,0.3358,15.164,3.5355,2.6107,g
9.8947,-7.2618,12.641,0.619,9.2152,175.094,0.8235,10.0579,31.8219,2.2516,g
-29.7807,16.3129,76.4482,0.1141,26.3884,305.318,0.2257,62.0248,14.573,3.0874,g
-38.872,22.2258,97.3151,0.097,28.5147,319.867,0.1692,80.0073,2.984,3.3217,g
-13.585,-10.4481,13.109,0.4713,10.6767,203.513,0.7739,-2.5324,32.0404,2.1156,g
17.6169,-8.0259,20.4623,0.3225,12.5622,65.8902,0.5355,13.219,65.011,2.3918,g
-50.4275,-8.1588,84.3787,0.1222,33.7186,383.599,0.2297,-65.0604,0.1081,3.6211,g
-4.2906,-9.0885,30.15,0.1557,19.2314,173.789,0.2642,-10.2902,6.93,2.7243,g
30.5904,-3.6981,36.4567,0.2729,9.6195,228.153,0.522,22.7937,19.724,2.4698,g
61.7676,13.6138,45.4678,0.0974,23.5905,169.837,0.1936,-13.4235,1.087,2.9172,g
26.8358,19.037,29.4682,0.144,24.3438,118.517,0.2718,-14.4813,19.977,2.9368,g
-24.4907,-11.5562,32.4134,0.1793,16.0437,186.169,0.3351,-23.0998,17.831,2.5821,g
-120.403,14.6913,71.3468,0.1203,25.1598,211.858,0.2047,51.7147,8.6575,3.0253,g
11.4203,-15.0672,27.8936,0.1964,23.3166,83.9734,0.3549,17.6953,82.8799,2.8698,g
25.2185,-11.02,23.8686,0.3211,16.2113,158.83,0.5153,15.2242,68.464,2.3883,g
41.2638,-8.6471,95.6947,0.0632,21.7506,237.781,0.1259,83.1004,0.2763,3.5485,g
-85.4238,-15.8098,86.7133,0.0657,32.065,254.693,0.1275,68.7195,0.6696,3.9639,g
21.8764,-18.6999,66.7069,0.1448,26.946,256.118,0.2694,31.9335,5.3847,2.971,g
-48.1352,9.545,48.8204,0.4136,9.7049,282.387,0.5826,-38.0575,4.5898,2.7189,g
-66.878,-19.4972,67.9187,0.0798,32.6559,273.901,0.1342,30.696,0.794,3.5981,g
1.6898,-4.8491,19.6321,0.4263,7.4005,133.457,0.741,-7.898,8.5814,2.0986,g
-14.9099,-11.4327,12.9651,0.4025,11.2603,182.309,0.7469,5.9191,56.521,2.081,g
-3.7433,-12.2948,45.5298,0.1142,24.456,212.955,0.1926,-28.9219,5.7152,3.2177,g
17.0108,-9.8419,38.9699,0.2573,14.8991,215.223,0.3908,34.8474,14.53,2.8264,g
-35.405,19.7623,87.8842,0.0968,35.0948,364.982,0.1899,29.1815,4.122,3.7411,g
-36.883,-10.2571,32.0222,0.2551,8.6668,43.7536,0.4966,-23.0419,35.625,2.3454,g
31.8744,7.7843,33.1706,0.253,15.5717,170.48,0.3918,20.7756,7.608,2.667,g
47.5821,8.4213,41.9654,0.167,13.3986,137.348,0.2976,-9.4224,7.1441,2.7619,g
33.6239,2.6727,27.8675,0.3004,6.8238,141.871,0.5965,17.9717,8.5878,2.3579,g
7.2105,-9.913,25.5991,0.3293,12.5304,215.707,0.4995,-19.2635,8.7515,2.6959,g
-10.6634,13.6102,28.2338,0.2047,16.3284,217.377,0.4065,21.8452,8.526,2.5308,g
-15.3437,11.9746,22.9956,0.2231,14.8647,128.131,0.4169,9.2633,47.9304,2.4871,g
11.606,10.4483,27.0944,0.1701,21.3476,69.6275,0.3332,22.1001,1.0148,3.1594,g
1.6386,4.3863,17.1072,0.299,11.2406,223.327,0.5628,-6.8364,54.2205,2.2989,g
1.024,4.5104,24.4446,0.2304,14.3012,171.033,0.4385,21.6145,20.8407,2.5539,g
-9.0837,-15.8225,22.7103,0.2,17.5142,140.182,0.3683,9.9208,78.773,2.541,g
-10.9403,-22.4139,97.1547,0.0706,38.0068,349.885,0.1395,70.3318,1.2669,3.972,g
13.2986,-13.7786,35.7748,0.2993,15.872,180.333,0.4439,19.358,2.073,2.6493,g
0.7686,4.9075,17.0875,0.3083,11.2666,142.859,0.5667,-5.2321,56.4005,2.2553,g
-0.4145,3.8834,17.725,0.5344,7.4803,252.016,0.7738,2.2463,33.97,2.1833,g
-53.3876,20.7582,90.8484,0.0923,33.0185,332.585,0.1766,49.7881,2.5821,3.7827,g
90.83,11.1907,80.5967,0.0541,31.8121,219.884,0.0999,57.0513,5.9931,3.5604,g
-87.1527,-5.2842,58.649,0.2406,11.4742,254.139,0.3839,40.9113,5.308,2.7275,g
-48.9599,-9.4184,40.2965,0.1541,15.4665,210.714,0.292,-18.9337,0.125,2.6959,g
-30.7985,19.2442,50.0449,0.1056,32.9152,94.9161,0.2021,-37.444,69.094,2.9472,g
0.4564,-3.9695,20.3131,0.2624,14.9422,230.014,0.4463,-6.377,37.287,2.3838,g
-24.816,-1.8324,18.9434,0.2892,10.2434,134.474,0.5336,-7.7716,12.938,2.3483,g
10.4975,5.16,30.3594,0.2069,16.9003,248.599,0.3248,-13.2944,0.2976,2.7033,g
-1.8113,0.0,21.5732,0.4792,0.0,118.189,0.7698,9.6718,0.0002,2.1222,g
8.9519,-5.7971,45.2808,0.103,20.8866,217.62,0.1979,-24.6513,3.4724,3.0927,g
11.8881,9.2888,34.313,0.2338,17.8379,191.113,0.3895,-26.385,4.4274,2.7694,g
-45.0756,19.3974,88.4638,0.1509,26.6695,295.65,0.2338,44.1096,0.533,3.444,g
-32.1474,-10.5491,26.3201,0.2121,13.6678,262.888,0.4202,-18.1186,0.3082,2.4099,g
35.9477,-5.4943,48.8261,0.2068,15.6801,142.795,0.3105,40.7527,8.2676,2.8132,g
1.1589,9.4186,18.7991,0.3292,12.4262,165.139,0.5507,-10.3469,35.2698,2.3829,g
7.9259,5.2721,23.4563,0.2766,11.3381,141.462,0.5188,6.9172,21.817,2.5051,g
-20.7682,14.4934,92.6332,0.1278,30.1404,340.839,0.2141,71.7015,0.123,3.6898,g
-25.2715,-5.9572,49.0345,0.1547,13.0214,233.504,0.305,29.7617,5.173,2.8379,g
-10.422,8.9212,19.2295,0.3039,11.4438,222.838,0.5991,-18.4222,24.262,2.3655,g
-19.7617,-18.0331,94.1836,0.1519,27.4501,310.397,0.2441,40.3463,2.957,3.5029,g
1.8458,4.2152,19.2296,0.4491,7.437,179.885,0.7547,-7.5664,74.6152,2.1222,g
-48.3086,-2.6712,43.7014,0.1401,14.2281,197.124,0.2747,24.9629,0.4341,2.86,g
-17.2506,-14.7233,25.3012,0.3149,16.2202,228.125,0.5568,-27.258,48.5567,2.5682,g
27.6814,-6.9685,71.7681,0.1025,27.3733,283.419,0.2033,59.2579,5.254,3.6294,g
18.3913,18.9498,31.3318,0.2061,19.8114,77.5384,0.3222,22.1769,18.65,2.6794,g
22.6674,-6.7637,18.6774,0.3068,17.6112,179.516,0.5077,-4.1781,8.3828,2.3551,g
-10.8994,10.5847,13.1551,0.581,9.0786,97.3209,0.8495,-10.1658,46.9567,2.4191,g
-23.6191,-9.2264,20.5012,0.25,16.254,159.226,0.4662,-14.3202,5.932,2.4249,g
-12.3142,-4.0712,24.8332,0.3703,7.3512,128.14,0.6695,-10.9453,20.643,2.3784,g
106.233,-22.0443,96.5408,0.0564,37.4145,210.203,0.1018,57.73,9.0346,3.4348,g
14.9739,10.3602,18.2899,0.2912,16.9979,197.529,0.5165,13.8627,23.367,2.4362,g
21.7069,11.3888,23.1716,0.4016,9.5924,125.416,0.6223,20.1332,30.652,2.2742,g
6.2692,12.0407,34.9922,0.1628,18.443,215.527,0.3225,16.2665,8.191,2.9883,g
-5.4196,-10.1769,70.1479,0.1024,20.2556,233.607,0.1984,49.1044,8.2377,3.4283,g
7.6545,-5.6478,29.5611,0.1699,16.2612,118.679,0.3204,-8.9151,23.721,2.5587,g
97.0851,-29.6453,94.8427,0.044,46.5011,264.476,0.0837,82.8087,3.2764,4.1613,g
-31.573,-16.013,71.6093,0.1819,20.8942,309.411,0.3638,-16.0592,6.166,2.7551,g
33.4214,13.8125,48.5152,0.11,22.2848,213.416,0.1922,18.4291,0.6261,3.3116,g
31.8274,58.148,80.7882,0.0725,55.0349,277.398,0.1449,70.9064,22.529,3.4713,g
-13.1926,4.5179,27.1259,0.1973,12.9634,99.2327,0.3918,-16.2096,21.073,2.5653,g
12.2868,-10.408,19.7062,0.2516,17.9125,177.847,0.477,18.3755,29.7652,2.3589,g
22.9476,4.5488,19.8584,0.2643,15.5018,159.01,0.476,15.8569,20.1575,2.6405,g
34.5464,6.632,32.392,0.2211,14.8974,217.28,0.3905,15.8798,7.136,2.8663,g
13.4919,-11.1086,28.6991,0.1782,19.6079,158.988,0.3469,23.5966,21.0958,2.6212,g
-35.2253,8.7423,41.2937,0.181,12.6744,174.052,0.3458,-30.0301,5.153,2.6942,g
