fWidth,fM3Long,fSize,fDist,fConc1,fAsym,fAlpha,fM3Trans,fLength,fConc,class
17.0431,-15.5914,2.4526,142.487,0.2028,-14.6546,45.059,8.1478,29.4259,0.3633,g
26.1492,-24.5987,3.2122,169.123,0.1009,29.9765,8.364,8.9177,40.749,0.1933,g
17.6924,25.8841,2.9647,90.7788,0.1719,13.8792,6.891,7.6886,33.8898,0.3026,g
20.1038,61.6568,3.3537,318.342,0.2004,-43.2684,0.7472,-19.4233,85.6478,0.2719,g
10.4204,16.7152,2.2304,207.058,0.3088,-4.4301,14.8311,-8.5553,21.4944,0.5588,g
14.7049,-17.4181,2.5224,131.396,0.1607,-5.9833,2.969,12.4547,35.9225,0.3093,g
19.1817,27.1747,3.0384,156.407,0.1515,-2.0615,7.8488,-7.9478,38.5491,0.2947,g
13.4114,17.3007,2.6915,197.379,0.237,40.987,14.233,6.6499,32.0949,0.4049,g
23.5957,13.6714,2.7427,143.347,0.1691,21.8132,39.0829,-14.6917,29.9358,0.302,g
19.3399,-13.6964,2.7675,68.9708,0.1648,24.2257,31.2269,-11.409,24.8738,0.3194,g
10.548,-4.7953,2.2467,225.093,0.4788,-13.3907,27.3603,10.6172,13.1469,0.7819,g
0.0,-12.9376,2.3149,122.76,0.3705,2.7603,0.0,0.0,23.6426,0.7312,g
9.5335,-24.4503,2.3838,53.5635,0.1963,-22.2515,27.4653,-5.3397,36.2124,0.3884,g
18.0536,14.7875,2.873,183.056,0.1721,1.2051,1.6985,12.6812,31.3143,0.284,g
31.6829,73.1529,3.7285,286.451,0.0556,30.1971,0.57,-12.4444,80.0634,0.1104,g
16.8422,24.1014,2.9263,214.16,0.1404,33.8612,3.378,-10.3577,45.5567,0.2749,g
12.823,14.0662,2.3531,205.635,0.2683,9.9865,1.701,8.7369,20.5056,0.51,g
23.5917,91.629,3.3842,279.442,0.0981,41.6122,0.71,11.0464,88.6611,0.1866,g
15.7684,-17.0472,2.639,118.458,0.2514,-16.3651,20.646,-11.9383,23.8669,0.4271,g
19.4103,-21.0367,2.5521,232.553,0.223,-22.4237,12.24,-13.4138,29.669,0.4011,g
11.2154,30.4684,2.7271,93.2392,0.3008,15.6316,6.915,-10.7728,32.4734,0.4799,g
29.2949,43.1926,3.3654,291.833,0.1416,-48.1293,4.1635,22.0904,91.9495,0.2233,g
19.3526,20.0806,2.8048,214.847,0.1654,37.0506,11.287,14.8701,48.6413,0.2978,g
11.6996,-8.7521,2.0233,164.163,0.3839,15.6692,79.5407,10.1028,12.691,0.7109,g
19.4279,20.3361,2.7251,168.656,0.2269,11.7908,24.8586,-7.0757,23.2097,0.3823,g
20.6045,23.6864,2.9609,168.887,0.1537,38.0039,2.4098,5.8435,43.1149,0.2615,g
16.4943,-29.0313,2.8109,30.8191,0.1862,-2.201,48.259,-12.3771,34.3373,0.3246,g
27.6518,53.802,3.4718,93.8376,0.096,14.543,17.073,-10.5164,50.1872,0.1859,g
20.2437,-20.6041,3.1313,189.616,0.109,-27.2263,6.846,14.3218,43.9615,0.2092,g
12.202,-16.6278,2.5955,190.772,0.2297,-16.8541,8.0075,5.8666,24.598,0.4492,g
18.4822,-21.5671,2.7882,188.205,0.1278,8.9986,3.655,-8.7772,40.9468,0.2492,g
11.5356,27.794,2.6289,182.24,0.2902,25.683,6.484,9.2649,33.1959,0.4324,g
15.3608,22.0225,2.7945,166.058,0.1806,-10.5469,13.69,6.9349,35.5524,0.3579,g
10.398,11.3674,2.2788,145.226,0.3447,21.4803,45.778,-4.8388,18.1069,0.6158,g
20.2994,-17.4883,2.6721,184.927,0.1755,-19.4629,29.1324,7.5957,23.3353,0.3298,g
12.3285,-6.2242,2.3502,228.486,0.2076,-15.7609,9.822,-10.7083,31.8025,0.3929,g
11.7229,13.4459,2.4807,104.52,0.3851,-4.6572,42.523,-5.3479,19.8547,0.6017,g
23.2986,59.0347,3.3429,206.648,0.0815,46.2421,7.4414,12.2292,72.7983,0.1589,g
11.9477,-10.1699,2.4464,130.658,0.3989,3.1824,20.997,-11.3148,18.0762,0.5868,g
9.72,-9.5954,2.3054,174.422,0.3243,-24.1813,25.149,3.0192,19.6908,0.5792,g
31.3727,-55.23,3.0948,246.786,0.0993,96.7367,2.0919,-17.7369,92.3205,0.1704,g
7.402,8.6013,2.1414,165.641,0.4585,-3.1037,76.0739,-3.4053,18.9658,0.7798,g
28.8308,11.6545,3.0257,119.196,0.1513,15.7854,2.3112,-18.0274,38.525,0.2375,g
7.2912,-90.9952,2.4116,371.095,0.3973,-50.3473,0.589,5.8806,109.37,0.6705,g
10.3206,-15.7849,2.5218,189.763,0.2992,-37.1024,8.2969,-7.8747,31.0208,0.5444,g
25.6146,28.2246,3.6018,71.4024,0.1335,19.5589,20.1948,-12.2202,37.6758,0.2457,g
24.7983,76.9693,3.1733,178.712,0.0996,19.6607,3.4614,23.1282,68.6967,0.1858,g
17.6215,-12.1896,2.2889,173.349,0.2442,-25.018,37.2132,-12.0047,22.7946,0.473,g
10.4211,77.5674,2.6693,235.075,0.2131,20.5709,9.402,4.8373,72.912,0.394,g
20.7143,53.6291,2.7348,300.163,0.1427,-31.1356,4.802,19.484,74.1464,0.2799,g
17.4136,42.7297,2.9342,265.076,0.139,82.5458,3.1218,16.8556,58.4387,0.2641,g
22.8527,43.1847,3.4072,222.286,0.0949,-15.0925,3.4278,11.8992,62.1547,0.1805,g
10.0147,11.9557,2.4031,194.863,0.3577,21.682,50.86,-4.6444,18.7703,0.6166,g
18.2322,-13.1804,2.7853,80.7012,0.2287,3.201,89.2231,3.5891,24.1417,0.3885,g
31.2369,50.385,3.2899,297.823,0.0746,-64.0511,2.245,-16.7292,85.4576,0.1354,g
17.4844,-62.4836,2.6217,211.699,0.2927,-14.1093,1.7076,-16.2378,54.2845,0.4683,g
15.8392,-15.8836,2.6821,50.7506,0.3274,-19.1665,83.8778,11.4315,19.7692,0.5489,g
7.1962,-10.1138,2.1414,87.5154,0.3646,2.3508,25.643,-5.857,20.6147,0.722,g
18.8762,-22.3987,2.8048,295.812,0.1904,-33.6288,0.803,14.2476,53.6832,0.3777,g
35.2459,90.2158,3.9109,230.846,0.0479,50.724,1.873,18.3796,108.261,0.0908,g
25.9065,56.6713,3.5062,209.056,0.0881,22.1605,1.569,-9.7075,64.713,0.1649,g
17.6143,63.7663,2.5877,122.622,0.1718,45.3996,20.872,10.6671,63.6676,0.3256,g
14.8314,-30.2335,2.372,92.7215,0.2781,-46.6986,14.103,10.8811,49.8142,0.5096,g
17.912,33.9482,2.7181,223.254,0.2172,57.3802,11.762,-11.3089,47.4667,0.3502,g
21.5189,-31.0859,2.6794,225.89,0.1496,-40.125,12.8677,17.9862,41.504,0.249,g
19.347,40.5783,2.9363,180.522,0.143,30.0344,7.132,-6.9531,47.1637,0.2606,g
30.9809,48.7238,3.1274,253.993,0.0764,-77.6508,11.138,12.3933,70.6596,0.1529,g
28.6046,40.3408,3.5894,261.59,0.0779,35.167,0.4,20.895,66.5662,0.1552,g
24.9896,22.0479,2.968,107.15,0.19,27.1233,7.208,-15.7731,28.3371,0.3337,g
16.6628,53.7607,2.8695,252.365,0.1668,20.2522,11.677,-12.9033,53.7088,0.2984,g
35.2208,-28.5291,3.3244,340.809,0.1708,10.1771,2.129,-18.2423,79.7124,0.2914,g
13.6492,17.8866,2.6946,154.642,0.1768,-1.3097,2.103,-9.1995,30.251,0.3495,g
16.7921,11.5784,2.5815,228.28,0.2267,6.1544,72.2425,14.5851,20.7708,0.4404,g
14.0718,14.9077,2.4893,183.708,0.2188,-17.8425,47.377,7.5929,27.1848,0.4052,g
20.5976,-28.5553,2.8979,325.446,0.1967,-96.7076,5.1606,-22.971,66.8289,0.3896,g
21.9779,-18.5377,2.7864,151.76,0.148,21.3774,6.11,17.1248,35.8341,0.2649,g
22.2757,-36.4026,2.8497,193.871,0.1435,88.1908,8.217,14.4477,57.8911,0.2346,g
25.1345,64.2319,3.7026,171.784,0.1001,34.1638,4.1234,-10.954,62.7644,0.1807,g
22.2166,-15.7373,3.0177,160.596,0.1531,-18.1745,6.7334,9.9684,30.3706,0.3005,g
12.5305,4.9827,2.3243,94.5324,0.3104,28.3051,33.8435,-7.8915,23.3751,0.5924,g
26.3345,109.953,3.1982,170.111,0.0763,58.0917,3.1693,17.8454,101.178,0.152,g
14.4233,37.0007,2.7396,254.953,0.1812,47.5036,11.679,-4.512,39.2852,0.3461,g
11.6189,-4.8943,2.2162,105.064,0.3678,15.1407,1.2142,-11.5795,12.7592,0.7234,g
17.3507,-18.29,2.7202,238.184,0.1514,-16.3295,4.939,11.951,34.2513,0.2762,g
10.7747,-19.3164,2.2455,114.905,0.304,-23.5159,7.755,-10.2216,23.2118,0.5568,g
19.9313,30.6469,2.5676,149.596,0.1475,-9.9563,12.089,10.863,43.0546,0.2625,g
15.2144,-10.302,2.4669,151.372,0.2406,2.6314,16.395,-8.5521,20.7417,0.4573,g
11.6049,10.4378,2.5231,206.474,0.2504,28.8057,18.82,-11.5998,22.3238,0.4888,g
30.9289,71.5445,3.466,270.704,0.0788,73.8548,2.3084,18.1939,79.6309,0.1556,g
12.5757,26.5732,2.4175,65.1353,0.327,20.9195,71.066,-10.0969,32.9957,0.5507,g
19.0335,29.51,2.9398,196.59,0.1327,63.7436,11.1868,-13.7127,60.012,0.2389,g
19.74,-7.5265,2.7657,182.494,0.1827,0.2545,5.4609,-11.0293,26.1033,0.3105,g
29.8364,22.922,3.3093,147.6,0.0881,43.8255,1.6058,-18.7429,40.0436,0.1673,g
15.3311,-16.1011,2.4822,170.615,0.3245,3.915,14.71,-9.6919,18.8932,0.5239,g
10.9225,-22.4855,2.7202,66.8513,0.2486,-10.3197,21.329,10.0655,43.9241,0.381,g
9.8458,16.0048,2.243,126.2,0.3,-32.3346,26.831,10.2052,23.6577,0.5657,g
21.2686,12.1834,2.6862,30.4329,0.1637,26.7542,25.431,-16.0947,28.4739,0.2945,g
26.4199,60.8729,3.3192,256.658,0.087,-74.3157,3.902,14.111,70.0225,0.1654,g
23.7428,74.514,3.5405,202.542,0.0903,34.9796,4.2311,15.0871,72.7908,0.1803,g
12.704,-13.3648,2.2253,129.373,0.2827,-19.9214,0.0648,-4.5491,30.5807,0.5298,g
19.428,20.5008,3.1159,177.42,0.1673,-10.5013,11.3154,-5.0981,35.086,0.2688,g
12.9583,16.4468,2.4616,220.319,0.2228,39.4292,7.923,-6.6409,31.3015,0.418,g
16.1706,22.7043,2.7316,67.7852,0.2792,6.2344,49.1483,-0.9389,25.7334,0.4527,g
9.2678,-14.1482,2.2304,211.998,0.4147,-20.4804,81.0899,2.7477,19.6633,0.6176,g
24.0127,-27.861,2.7447,277.779,0.1485,-27.2832,13.269,-23.4385,42.7735,0.2646,g
14.5395,12.5722,2.634,185.734,0.2404,-18.8146,60.493,-8.6566,23.9467,0.446,g
14.3011,21.3123,2.7404,220.166,0.1918,6.1052,28.521,10.0353,37.6122,0.3345,g
8.9672,10.3637,2.2529,185.545,0.338,0.7829,32.6097,9.4599,22.241,0.6536,g
17.6938,12.4763,2.7263,187.61,0.1775,-28.9954,3.3162,-11.2782,27.506,0.338,g
12.5141,-12.1122,2.4057,168.833,0.2534,-26.9401,81.2274,-10.1223,21.1305,0.4676,g
14.227,-16.8821,2.6196,173.972,0.2197,-14.2964,8.977,9.1943,27.515,0.4034,g
16.5484,-21.8471,2.5993,196.962,0.2,-1.0313,10.6245,11.3766,31.5473,0.3371,g
9.6759,-12.7659,2.3598,185.565,0.3996,-19.5487,84.2593,6.8677,18.0693,0.7162,g
18.5575,29.7202,2.9001,232.656,0.1479,-0.1913,9.654,15.8403,67.9187,0.2605,g
16.5647,-19.3784,2.882,213.389,0.2277,-12.7839,4.1367,9.745,27.8546,0.4173,g
36.8892,25.5609,2.772,237.432,0.1513,-98.2812,16.194,24.6676,81.8495,0.2604,g
14.7674,14.9779,2.4997,212.326,0.2927,8.6813,39.4624,-13.7075,23.4123,0.4684,g
28.4154,65.1319,3.1828,321.541,0.1506,-19.6781,1.562,-19.9625,70.2288,0.2553,g
18.3298,16.5571,2.5599,112.276,0.2576,33.6157,13.7301,-9.5372,34.1392,0.3994,g
15.3475,6.2127,2.6243,194.115,0.2458,12.7534,36.077,11.7229,29.0976,0.3919,g
14.7801,-15.1459,2.8264,162.78,0.1887,-19.2304,10.721,11.1788,29.4748,0.3743,g
22.4191,27.294,3.2844,131.992,0.1265,23.2233,13.913,-13.0111,38.941,0.2234,g
12.248,-10.5577,2.437,100.45,0.2797,-26.4809,68.6674,-9.4669,20.8484,0.5082,g
21.6106,78.2005,3.2456,243.888,0.0934,77.0907,6.986,2.3756,88.0174,0.1823,g
26.2465,45.5126,3.5361,206.842,0.0921,48.3117,1.8811,-17.2875,59.0112,0.1691,g
22.7182,75.6075,3.4649,267.36,0.0931,21.7908,1.6851,-11.0191,79.539,0.1793,g
49.748,83.0956,4.3237,244.643,0.0301,10.6809,0.624,-23.9498,106.364,0.0584,g
22.7377,13.4747,3.0222,94.4528,0.1363,4.3277,4.075,16.9388,34.9792,0.247,g
11.9789,-8.5835,2.1688,217.134,0.3559,15.9987,45.6611,10.5907,12.4899,0.6915,g
21.4546,-27.5871,3.2007,233.588,0.1169,-27.225,5.4306,9.9968,55.8434,0.2123,g
20.5108,45.2258,2.9251,153.897,0.1182,46.1909,9.3666,-11.3574,68.7354,0.2175,g
14.9087,-40.6169,2.5557,198.596,0.1878,79.1655,0.47,-7.4207,64.5226,0.3115,g
19.7566,-5.5612,2.6258,135.206,0.155,14.159,29.603,12.28,31.5737,0.3006,g
14.1032,26.0716,2.8238,177.974,0.2093,40.6911,0.1899,-5.8822,38.3448,0.3781,g
16.6038,33.9511,2.7716,256.048,0.1497,19.6874,15.834,7.8238,37.7253,0.2758,g
18.1128,14.3378,2.6556,57.7037,0.2155,19.1387,66.0281,-11.7582,26.7751,0.4199,g
12.6328,-23.3928,2.5126,97.1445,0.2473,12.1478,29.307,-7.7522,33.0776,0.3963,g
11.9324,17.3649,2.4829,124.56,0.2418,45.024,10.7626,-9.1849,42.1712,0.4539,g
17.0296,59.9437,2.9664,204.926,0.1486,-126.614,13.9446,10.6782,67.2302,0.2896,g
18.0596,49.8049,2.7574,122.613,0.1705,60.5019,73.9247,7.7899,62.3261,0.3217,g
19.4801,46.0652,3.2033,245.152,0.1362,65.4462,8.519,-11.9541,63.7006,0.2549,g
25.1337,29.5049,3.0052,98.7117,0.1131,19.2474,8.877,6.2066,36.852,0.2184,g
15.7457,14.8127,2.8041,148.485,0.1562,40.2922,3.952,-9.8638,38.7558,0.3108,g
19.8409,43.2779,3.146,154.146,0.1504,33.752,6.527,-4.8554,57.7702,0.2272,g
23.4657,72.9694,3.6856,230.344,0.0851,74.4441,0.8794,10.4241,88.5562,0.1452,g
19.728,34.9348,3.1065,167.026,0.1475,36.2267,1.2137,11.3817,41.745,0.2504,g
11.1405,-6.3159,2.2504,206.442,0.3118,1.2627,40.0799,5.3486,17.2692,0.5562,g
16.8594,-11.8597,2.4281,202.634,0.2146,-15.7757,21.8327,10.5502,23.1041,0.4216,g
16.4057,29.9203,2.6871,151.136,0.1799,44.3245,5.231,-9.4979,35.315,0.3145,g
13.3786,-25.4043,2.5484,192.529,0.3098,-17.5294,4.661,-12.3432,30.7339,0.4583,g
21.9331,32.6991,2.9206,264.805,0.1603,26.5122,2.447,-13.6362,46.3706,0.3109,g
20.5962,39.1249,2.9763,180.709,0.0956,13.9659,2.621,-7.5246,47.0893,0.1911,g
15.8656,13.3605,2.6248,132.292,0.3096,7.4801,31.983,-13.2124,19.7221,0.5196,g
27.2356,28.0548,3.2348,130.225,0.1401,13.4766,13.181,-17.264,32.9203,0.2679,g
19.7318,21.7099,2.9827,96.3967,0.1722,23.7303,27.914,10.6866,31.4417,0.333,g
24.8816,77.1651,3.233,201.848,0.1108,67.6469,19.558,-10.7477,77.8088,0.1901,g
29.0411,61.4417,3.4757,335.801,0.1339,-26.1392,2.8019,-17.0144,71.9672,0.2371,g
24.6122,27.5978,3.0257,162.335,0.1447,6.9242,7.341,-18.7103,37.4443,0.2667,g
37.9939,86.3984,4.0896,192.106,0.0506,10.1907,1.024,22.9415,94.8276,0.0905,g
23.3226,27.8475,3.2331,78.4666,0.1535,30.0035,25.6015,-13.6954,38.0902,0.2619,g
17.6472,8.1116,3.058,234.602,0.1728,2.558,16.169,-13.4637,27.1239,0.3132,g
20.2296,16.1185,2.78,197.445,0.1751,19.3121,56.0565,-9.4908,28.9475,0.2988,g
11.098,-6.908,2.3149,162.358,0.4431,14.3448,38.1314,-9.6018,12.9683,0.7458,g
18.467,-23.523,2.9834,132.719,0.1584,1.9518,0.226,11.7761,35.7536,0.267,g
15.1253,-25.9433,2.8454,171.96,0.2034,-24.454,1.228,11.334,43.9643,0.3212,g
27.8697,-38.1196,3.0837,263.348,0.0961,-6.1004,6.845,-12.0952,58.6495,0.1814,g
23.1654,41.3698,3.0101,329.579,0.1832,-32.2986,2.1522,-20.6375,72.6419,0.2794,g
15.2975,11.1188,2.5933,107.513,0.2258,22.2469,14.19,-7.8032,20.9402,0.4235,g
42.7846,51.3861,3.9713,346.239,0.064,17.2429,1.9921,-29.1995,91.6993,0.1243,g
10.0635,13.3886,2.4031,76.7357,0.413,18.7946,23.3338,3.5509,17.8663,0.6482,g
12.2758,18.5466,2.4928,184.21,0.2331,31.4747,23.425,6.3908,24.9509,0.4566,g
12.4431,-25.4924,2.5752,242.106,0.1662,-25.5734,6.518,-3.8536,37.8835,0.3298,g
15.993,23.9472,2.5658,210.866,0.1861,31.1743,1.3937,-8.1753,34.9294,0.3505,g
11.3542,6.5357,2.5145,145.696,0.2248,37.5401,0.638,-5.5475,26.8589,0.4465,g
9.8236,19.4041,2.4433,192.16,0.2324,34.4309,18.419,-6.9568,26.889,0.4468,g
26.5122,65.7207,3.7987,218.662,0.0897,37.0051,2.712,14.2353,77.8141,0.1644,g
10.4762,-18.0061,2.3096,161.749,0.3162,8.6645,79.4844,10.9604,20.2467,0.6275,g
10.773,17.5656,2.3324,53.4503,0.3326,-8.0461,17.929,9.9813,19.8657,0.5953,g
7.3587,-8.2376,2.1945,135.144,0.4824,3.9625,42.315,2.9172,18.4491,0.8051,g
16.8977,28.3,2.932,198.882,0.1959,31.9808,1.129,6.6446,39.4796,0.3474,g
31.147,89.9887,2.9868,277.313,0.1139,-117.267,17.724,23.0827,112.635,0.1918,g
13.7348,20.5919,2.4281,157.231,0.2743,6.3929,17.2732,9.8976,27.1373,0.4851,g
27.0787,67.9722,3.5292,285.997,0.0897,28.7515,6.2195,18.8744,73.2648,0.1718,g
22.8597,46.4616,3.0245,262.058,0.112,47.2363,3.713,15.9629,61.374,0.2108,g
10.796,-23.4546,2.4456,187.887,0.2097,-19.0605,1.9639,5.4537,31.257,0.4086,g
11.7208,7.3755,2.1055,200.477,0.3725,-15.4833,4.176,11.1393,12.6846,0.7137,g
9.8076,8.5403,2.4141,169.005,0.5723,11.1126,78.748,4.8509,12.8557,0.79,g
10.0133,-6.8066,2.2055,116.823,0.4704,-13.5799,17.4488,11.5805,13.4592,0.8162,g
16.5417,15.164,2.6107,226.558,0.1875,38.7981,3.5355,10.4323,28.7248,0.3358,g
9.2152,10.0579,2.2516,175.094,0.619,9.8947,31.8219,-7.2618,12.641,0.8235,g
26.3884,62.0248,3.0874,305.318,0.1141,-29.7807,14.573,16.3129,76.4482,0.2257,g
28.5147,80.0073,3.3217,319.867,0.097,-38.872,2.984,22.2258,97.3151,0.1692,g
10.6767,-2.5324,2.1156,203.513,0.4713,-13.585,32.0404,-10.4481,13.109,0.7739,g
12.5622,13.219,2.3918,65.8902,0.3225,17.6169,65.011,-8.0259,20.4623,0.5355,g
33.7186,-65.0604,3.6211,383.599,0.1222,-50.4275,0.1081,-8.1588,84.3787,0.2297,g
19.2314,-10.2902,2.7243,173.789,0.1557,-4.2906,6.93,-9.0885,30.15,0.2642,g
9.6195,22.7937,2.4698,228.153,0.2729,30.5904,19.724,-3.6981,36.4567,0.522,g
23.5905,-13.4235,2.9172,169.837,0.0974,61.7676,1.087,13.6138,45.4678,0.1936,g
24.3438,-14.4813,2.9368,118.517,0.144,26.8358,19.977,19.037,29.4682,0.2718,g
16.0437,-23.0998,2.5821,186.169,0.1793,-24.4907,17.831,-11.5562,32.4134,0.3351,g
25.1598,51.7147,3.0253,211.858,0.1203,-120.403,8.6575,14.6913,71.3468,0.2047,g
23.3166,17.6953,2.8698,83.9734,0.1964,11.4203,82.8799,-15.0672,27.8936,0.3549,g
16.2113,15.2242,2.3883,158.83,0.3211,25.2185,68.464,-11.02,23.8686,0.5153,g
21.7506,83.1004,3.5485,237.781,0.0632,41.2638,0.2763,-8.6471,95.6947,0.1259,g
32.065,68.7195,3.9639,254.693,0.0657,-85.4238,0.6696,-15.8098,86.7133,0.1275,g
26.946,31.9335,2.971,256.118,0.1448,21.8764,5.3847,-18.6999,66.7069,0.2694,g
9.7049,-38.0575,2.7189,282.387,0.4136,-48.1352,4.5898,9.545,48.8204,0.5826,g
32.6559,30.696,3.5981,273.901,0.0798,-66.878,0.794,-19.4972,67.9187,0.1342,g
7.4005,-7.898,2.0986,133.457,0.4263,1.6898,8.5814,-4.8491,19.6321,0.741,g
11.2603,5.9191,2.081,182.309,0.4025,-14.9099,56.521,-11.4327,12.9651,0.7469,g
24.456,-28.9219,3.2177,212.955,0.1142,-3.7433,5.7152,-12.2948,45.5298,0.1926,g
14.8991,34.8474,2.8264,215.223,0.2573,17.0108,14.53,-9.8419,38.9699,0.3908,g
35.0948,29.1815,3.7411,364.982,0.0968,-35.405,4.122,19.7623,87.8842,0.1899,g
8.6668,-23.0419,2.3454,43.7536,0.2551,-36.883,35.625,-10.2571,32.0222,0.4966,g
15.5717,20.7756,2.667,170.48,0.253,31.8744,7.608,7.7843,33.1706,0.3918,g
13.3986,-9.4224,2.7619,137.348,0.167,47.5821,7.1441,8.4213,41.9654,0.2976,g
6.8238,17.9717,2.3579,141.871,0.3004,33.6239,8.5878,2.6727,27.8675,0.5965,g
12.5304,-19.2635,2.6959,215.707,0.3293,7.2105,8.7515,-9.913,25.5991,0.4995,g
16.3284,21.8452,2.5308,217.377,0.2047,-10.6634,8.526,13.6102,28.2338,0.4065,g
14.8647,9.2633,2.4871,128.131,0.2231,-15.3437,47.9304,11.9746,22.9956,0.4169,g
21.3476,22.1001,3.1594,69.6275,0.1701,11.606,1.0148,10.4483,27.0944,0.3332,g
11.2406,-6.8364,2.2989,223.327,0.299,1.6386,54.2205,4.3863,17.1072,0.5628,g
14.3012,21.6145,2.5539,171.033,0.2304,1.024,20.8407,4.5104,24.4446,0.4385,g
17.5142,9.9208,2.541,140.182,0.2,-9.0837,78.773,-15.8225,22.7103,0.3683,g
38.0068,70.3318,3.972,349.885,0.0706,-10.9403,1.2669,-22.4139,97.1547,0.1395,g
15.872,19.358,2.6493,180.333,0.2993,13.2986,2.073,-13.7786,35.7748,0.4439,g
11.2666,-5.2321,2.2553,142.859,0.3083,0.7686,56.4005,4.9075,17.0875,0.5667,g
7.4803,2.2463,2.1833,252.016,0.5344,-0.4145,33.97,3.8834,17.725,0.7738,g
33.0185,49.7881,3.7827,332.585,0.0923,-53.3876,2.5821,20.7582,90.8484,0.1766,g
31.8121,57.0513,3.5604,219.884,0.0541,90.83,5.9931,11.1907,80.5967,0.0999,g
11.4742,40.9113,2.7275,254.139,0.2406,-87.1527,5.308,-5.2842,58.649,0.3839,g
15.4665,-18.9337,2.6959,210.714,0.1541,-48.9599,0.125,-9.4184,40.2965,0.292,g
32.9152,-37.444,2.9472,94.9161,0.1056,-30.7985,69.094,19.2442,50.0449,0.2021,g
14.9422,-6.377,2.3838,230.014,0.2624,0.4564,37.287,-3.9695,20.3131,0.4463,g
10.2434,-7.7716,2.3483,134.474,0.2892,-24.816,12.938,-1.8324,18.9434,0.5336,g
16.9003,-13.2944,2.7033,248.599,0.2069,10.4975,0.2976,5.16,30.3594,0.3248,g
0.0,9.6718,2.1222,118.189,0.4792,-1.8113,0.0002,0.0,21.5732,0.7698,g
20.8866,-24.6513,3.0927,217.62,0.103,8.9519,3.4724,-5.7971,45.2808,0.1979,g
17.8379,-26.385,2.7694,191.113,0.2338,11.8881,4.4274,9.2888,34.313,0.3895,g
26.6695,44.1096,3.444,295.65,0.1509,-45.0756,0.533,19.3974,88.4638,0.2338,g
13.6678,-18.1186,2.4099,262.888,0.2121,-32.1474,0.3082,-10.5491,26.3201,0.4202,g
15.6801,40.7527,2.8132,142.795,0.2068,35.9477,8.2676,-5.4943,48.8261,0.3105,g
12.4262,-10.3469,2.3829,165.139,0.3292,1.1589,35.2698,9.4186,18.7991,0.5507,g
11.3381,6.9172,2.5051,141.462,0.2766,7.9259,21.817,5.2721,23.4563,0.5188,g
30.1404,71.7015,3.6898,340.839,0.1278,-20.7682,0.123,14.4934,92.6332,0.2141,g
13.0214,29.7617,2.8379,233.504,0.1547,-25.2715,5.173,-5.9572,49.0345,0.305,g
11.4438,-18.4222,2.3655,222.838,0.3039,-10.422,24.262,8.9212,19.2295,0.5991,g
27.4501,40.3463,3.5029,310.397,0.1519,-19.7617,2.957,-18.0331,94.1836,0.2441,g
7.437,-7.5664,2.1222,179.885,0.4491,1.8458,74.6152,4.2152,19.2296,0.7547,g
14.2281,24.9629,2.86,197.124,0.1401,-48.3086,0.4341,-2.6712,43.7014,0.2747,g
16.2202,-27.258,2.5682,228.125,0.3149,-17.2506,48.5567,-14.7233,25.3012,0.5568,g
27.3733,59.2579,3.6294,283.419,0.1025,27.6814,5.254,-6.9685,71.7681,0.2033,g
19.8114,22.1769,2.6794,77.5384,0.2061,18.3913,18.65,18.9498,31.3318,0.3222,g
17.6112,-4.1781,2.3551,179.516,0.3068,22.6674,8.3828,-6.7637,18.6774,0.5077,g
9.0786,-10.1658,2.4191,97.3209,0.581,-10.8994,46.9567,10.5847,13.1551,0.8495,g
16.254,-14.3202,2.4249,159.226,0.25,-23.6191,5.932,-9.2264,20.5012,0.4662,g
7.3512,-10.9453,2.3784,128.14,0.3703,-12.3142,20.643,-4.0712,24.8332,0.6695,g
37.4145,57.73,3.4348,210.203,0.0564,106.233,9.0346,-22.0443,96.5408,0.1018,g
16.9979,13.8627,2.4362,197.529,0.2912,14.9739,23.367,10.3602,18.2899,0.5165,g
9.5924,20.1332,2.2742,125.416,0.4016,21.7069,30.652,11.3888,23.1716,0.6223,g
18.443,16.2665,2.9883,215.527,0.1628,6.2692,8.191,12.0407,34.9922,0.3225,g
20.2556,49.1044,3.4283,233.607,0.1024,-5.4196,8.2377,-10.1769,70.1479,0.1984,g
16.2612,-8.9151,2.5587,118.679,0.1699,7.6545,23.721,-5.6478,29.5611,0.3204,g
46.5011,82.8087,4.1613,264.476,0.044,97.0851,3.2764,-29.6453,94.8427,0.0837,g
20.8942,-16.0592,2.7551,309.411,0.1819,-31.573,6.166,-16.013,71.6093,0.3638,g
22.2848,18.4291,3.3116,213.416,0.11,33.4214,0.6261,13.8125,48.5152,0.1922,g
55.0349,70.9064,3.4713,277.398,0.0725,31.8274,22.529,58.148,80.7882,0.1449,g
12.9634,-16.2096,2.5653,99.2327,0.1973,-13.1926,21.073,4.5179,27.1259,0.3918,g
17.9125,18.3755,2.3589,177.847,0.2516,12.2868,29.7652,-10.408,19.7062,0.477,g
15.5018,15.8569,2.6405,159.01,0.2643,22.9476,20.1575,4.5488,19.8584,0.476,g
14.8974,15.8798,2.8663,217.28,0.2211,34.5464,7.136,6.632,32.392,0.3905,g
19.6079,23.5966,2.6212,158.988,0.1782,13.4919,21.0958,-11.1086,28.6991,0.3469,g
12.6744,-30.0301,2.6942,174.052,0.181,-35.2253,5.153,8.7423,41.2937,0.3458,g
