fLength,fWidth,fAlpha,fSize,fConc,fConc1,fM3Trans,fM3Long,fAsym,fDist,class
29.4259,17.0431,45.059,2.4526,0.3633,0.2028,8.1478,-15.5914,-14.6546,142.487,g
40.749,26.1492,8.364,3.2122,0.1933,0.1009,8.9177,-24.5987,29.9765,169.123,g
33.8898,17.6924,6.891,2.9647,0.3026,0.1719,7.6886,25.8841,13.8792,90.7788,g
85.6478,20.1038,0.7472,3.3537,0.2719,0.2004,-19.4233,61.6568,-43.2684,318.342,g
21.4944,10.4204,14.8311,2.2304,0.5588,0.3088,-8.5553,16.7152,-4.4301,207.058,g
35.9225,14.7049,2.969,2.5224,0.3093,0.1607,12.4547,-17.4181,-5.9833,131.396,g
38.5491,19.1817,7.8488,3.0384,0.2947,0.1515,-7.9478,27.1747,-2.0615,156.407,g
32.0949,13.4114,14.233,2.6915,0.4049,0.237,6.6499,17.3007,40.987,197.379,g
29.9358,23.5957,39.0829,2.7427,0.302,0.1691,-14.6917,13.6714,21.8132,143.347,g
24.8738,19.3399,31.2269,2.7675,0.3194,0.1648,-11.409,-13.6964,24.2257,68.9708,g
13.1469,10.548,27.3603,2.2467,0.7819,0.4788,10.6172,-4.7953,-13.3907,225.093,g
23.6426,0.0,0.0,2.3149,0.7312,0.3705,0.0,-12.9376,2.7603,122.76,g
36.2124,9.5335,27.4653,2.3838,0.3884,0.1963,-5.3397,-24.4503,-22.2515,53.5635,g
31.3143,18.0536,1.6985,2.873,0.284,0.1721,12.6812,14.7875,1.2051,183.056,g
80.0634,31.6829,0.57,3.7285,0.1104,0.0556,-12.4444,73.1529,30.1971,286.451,g
45.5567,16.8422,3.378,2.9263,0.2749,0.1404,-10.3577,24.1014,33.8612,214.16,g
20.5056,12.823,1.701,2.3531,0.51,0.2683,8.7369,14.0662,9.9865,205.635,g
88.6611,23.5917,0.71,3.3842,0.1866,0.0981,11.0464,91.629,41.6122,279.442,g
23.8669,15.7684,20.646,2.639,0.4271,0.2514,-11.9383,-17.0472,-16.3651,118.458,g
29.669,19.4103,12.24,2.5521,0.4011,0.223,-13.4138,-21.0367,-22.4237,232.553,g
32.4734,11.2154,6.915,2.7271,0.4799,0.3008,-10.7728,30.4684,15.6316,93.2392,g
91.9495,29.2949,4.1635,3.3654,0.2233,0.1416,22.0904,43.1926,-48.1293,291.833,g
48.6413,19.3526,11.287,2.8048,0.2978,0.1654,14.8701,20.0806,37.0506,214.847,g
12.691,11.6996,79.5407,2.0233,0.7109,0.3839,10.1028,-8.7521,15.6692,164.163,g
23.2097,19.4279,24.8586,2.7251,0.3823,0.2269,-7.0757,20.3361,11.7908,168.656,g
43.1149,20.6045,2.4098,2.9609,0.2615,0.1537,5.8435,23.6864,38.0039,168.887,g
34.3373,16.4943,48.259,2.8109,0.3246,0.1862,-12.3771,-29.0313,-2.201,30.8191,g
50.1872,27.6518,17.073,3.4718,0.1859,0.096,-10.5164,53.802,14.543,93.8376,g
43.9615,20.2437,6.846,3.1313,0.2092,0.109,14.3218,-20.6041,-27.2263,189.616,g
24.598,12.202,8.0075,2.5955,0.4492,0.2297,5.8666,-16.6278,-16.8541,190.772,g
40.9468,18.4822,3.655,2.7882,0.2492,0.1278,-8.7772,-21.5671,8.9986,188.205,g
33.1959,11.5356,6.484,2.6289,0.4324,0.2902,9.2649,27.794,25.683,182.24,g
35.5524,15.3608,13.69,2.7945,0.3579,0.1806,6.9349,22.0225,-10.5469,166.058,g
18.1069,10.398,45.778,2.2788,0.6158,0.3447,-4.8388,11.3674,21.4803,145.226,g
23.3353,20.2994,29.1324,2.6721,0.3298,0.1755,7.5957,-17.4883,-19.4629,184.927,g
31.8025,12.3285,9.822,2.3502,0.3929,0.2076,-10.7083,-6.2242,-15.7609,228.486,g
19.8547,11.7229,42.523,2.4807,0.6017,0.3851,-5.3479,13.4459,-4.6572,104.52,g
72.7983,23.2986,7.4414,3.3429,0.1589,0.0815,12.2292,59.0347,46.2421,206.648,g
18.0762,11.9477,20.997,2.4464,0.5868,0.3989,-11.3148,-10.1699,3.1824,130.658,g
19.6908,9.72,25.149,2.3054,0.5792,0.3243,3.0192,-9.5954,-24.1813,174.422,g
92.3205,31.3727,2.0919,3.0948,0.1704,0.0993,-17.7369,-55.23,96.7367,246.786,g
18.9658,7.402,76.0739,2.1414,0.7798,0.4585,-3.4053,8.6013,-3.1037,165.641,g
38.525,28.8308,2.3112,3.0257,0.2375,0.1513,-18.0274,11.6545,15.7854,119.196,g
109.37,7.2912,0.589,2.4116,0.6705,0.3973,5.8806,-90.9952,-50.3473,371.095,g
31.0208,10.3206,8.2969,2.5218,0.5444,0.2992,-7.8747,-15.7849,-37.1024,189.763,g
37.6758,25.6146,20.1948,3.6018,0.2457,0.1335,-12.2202,28.2246,19.5589,71.4024,g
68.6967,24.7983,3.4614,3.1733,0.1858,0.0996,23.1282,76.9693,19.6607,178.712,g
22.7946,17.6215,37.2132,2.2889,0.473,0.2442,-12.0047,-12.1896,-25.018,173.349,g
72.912,10.4211,9.402,2.6693,0.394,0.2131,4.8373,77.5674,20.5709,235.075,g
74.1464,20.7143,4.802,2.7348,0.2799,0.1427,19.484,53.6291,-31.1356,300.163,g
58.4387,17.4136,3.1218,2.9342,0.2641,0.139,16.8556,42.7297,82.5458,265.076,g
62.1547,22.8527,3.4278,3.4072,0.1805,0.0949,11.8992,43.1847,-15.0925,222.286,g
18.7703,10.0147,50.86,2.4031,0.6166,0.3577,-4.6444,11.9557,21.682,194.863,g
24.1417,18.2322,89.2231,2.7853,0.3885,0.2287,3.5891,-13.1804,3.201,80.7012,g
85.4576,31.2369,2.245,3.2899,0.1354,0.0746,-16.7292,50.385,-64.0511,297.823,g
54.2845,17.4844,1.7076,2.6217,0.4683,0.2927,-16.2378,-62.4836,-14.1093,211.699,g
19.7692,15.8392,83.8778,2.6821,0.5489,0.3274,11.4315,-15.8836,-19.1665,50.7506,g
20.6147,7.1962,25.643,2.1414,0.722,0.3646,-5.857,-10.1138,2.3508,87.5154,g
53.6832,18.8762,0.803,2.8048,0.3777,0.1904,14.2476,-22.3987,-33.6288,295.812,g
108.261,35.2459,1.873,3.9109,0.0908,0.0479,18.3796,90.2158,50.724,230.846,g
64.713,25.9065,1.569,3.5062,0.1649,0.0881,-9.7075,56.6713,22.1605,209.056,g
63.6676,17.6143,20.872,2.5877,0.3256,0.1718,10.6671,63.7663,45.3996,122.622,g
49.8142,14.8314,14.103,2.372,0.5096,0.2781,10.8811,-30.2335,-46.6986,92.7215,g
47.4667,17.912,11.762,2.7181,0.3502,0.2172,-11.3089,33.9482,57.3802,223.254,g
41.504,21.5189,12.8677,2.6794,0.249,0.1496,17.9862,-31.0859,-40.125,225.89,g
47.1637,19.347,7.132,2.9363,0.2606,0.143,-6.9531,40.5783,30.0344,180.522,g
70.6596,30.9809,11.138,3.1274,0.1529,0.0764,12.3933,48.7238,-77.6508,253.993,g
66.5662,28.6046,0.4,3.5894,0.1552,0.0779,20.895,40.3408,35.167,261.59,g
28.3371,24.9896,7.208,2.968,0.3337,0.19,-15.7731,22.0479,27.1233,107.15,g
53.7088,16.6628,11.677,2.8695,0.2984,0.1668,-12.9033,53.7607,20.2522,252.365,g
79.7124,35.2208,2.129,3.3244,0.2914,0.1708,-18.2423,-28.5291,10.1771,340.809,g
30.251,13.6492,2.103,2.6946,0.3495,0.1768,-9.1995,17.8866,-1.3097,154.642,g
20.7708,16.7921,72.2425,2.5815,0.4404,0.2267,14.5851,11.5784,6.1544,228.28,g
27.1848,14.0718,47.377,2.4893,0.4052,0.2188,7.5929,14.9077,-17.8425,183.708,g
66.8289,20.5976,5.1606,2.8979,0.3896,0.1967,-22.971,-28.5553,-96.7076,325.446,g
35.8341,21.9779,6.11,2.7864,0.2649,0.148,17.1248,-18.5377,21.3774,151.76,g
57.8911,22.2757,8.217,2.8497,0.2346,0.1435,14.4477,-36.4026,88.1908,193.871,g
62.7644,25.1345,4.1234,3.7026,0.1807,0.1001,-10.954,64.2319,34.1638,171.784,g
30.3706,22.2166,6.7334,3.0177,0.3005,0.1531,9.9684,-15.7373,-18.1745,160.596,g
23.3751,12.5305,33.8435,2.3243,0.5924,0.3104,-7.8915,4.9827,28.3051,94.5324,g
101.178,26.3345,3.1693,3.1982,0.152,0.0763,17.8454,109.953,58.0917,170.111,g
39.2852,14.4233,11.679,2.7396,0.3461,0.1812,-4.512,37.0007,47.5036,254.953,g
12.7592,11.6189,1.2142,2.2162,0.7234,0.3678,-11.5795,-4.8943,15.1407,105.064,g
34.2513,17.3507,4.939,2.7202,0.2762,0.1514,11.951,-18.29,-16.3295,238.184,g
23.2118,10.7747,7.755,2.2455,0.5568,0.304,-10.2216,-19.3164,-23.5159,114.905,g
43.0546,19.9313,12.089,2.5676,0.2625,0.1475,10.863,30.6469,-9.9563,149.596,g
20.7417,15.2144,16.395,2.4669,0.4573,0.2406,-8.5521,-10.302,2.6314,151.372,g
22.3238,11.6049,18.82,2.5231,0.4888,0.2504,-11.5998,10.4378,28.8057,206.474,g
79.6309,30.9289,2.3084,3.466,0.1556,0.0788,18.1939,71.5445,73.8548,270.704,g
32.9957,12.5757,71.066,2.4175,0.5507,0.327,-10.0969,26.5732,20.9195,65.1353,g
60.012,19.0335,11.1868,2.9398,0.2389,0.1327,-13.7127,29.51,63.7436,196.59,g
26.1033,19.74,5.4609,2.7657,0.3105,0.1827,-11.0293,-7.5265,0.2545,182.494,g
40.0436,29.8364,1.6058,3.3093,0.1673,0.0881,-18.7429,22.922,43.8255,147.6,g
18.8932,15.3311,14.71,2.4822,0.5239,0.3245,-9.6919,-16.1011,3.915,170.615,g
43.9241,10.9225,21.329,2.7202,0.381,0.2486,10.0655,-22.4855,-10.3197,66.8513,g
23.6577,9.8458,26.831,2.243,0.5657,0.3,10.2052,16.0048,-32.3346,126.2,g
28.4739,21.2686,25.431,2.6862,0.2945,0.1637,-16.0947,12.1834,26.7542,30.4329,g
70.0225,26.4199,3.902,3.3192,0.1654,0.087,14.111,60.8729,-74.3157,256.658,g
72.7908,23.7428,4.2311,3.5405,0.1803,0.0903,15.0871,74.514,34.9796,202.542,g
30.5807,12.704,0.0648,2.2253,0.5298,0.2827,-4.5491,-13.3648,-19.9214,129.373,g
35.086,19.428,11.3154,3.1159,0.2688,0.1673,-5.0981,20.5008,-10.5013,177.42,g
31.3015,12.9583,7.923,2.4616,0.418,0.2228,-6.6409,16.4468,39.4292,220.319,g
25.7334,16.1706,49.1483,2.7316,0.4527,0.2792,-0.9389,22.7043,6.2344,67.7852,g
19.6633,9.2678,81.0899,2.2304,0.6176,0.4147,2.7477,-14.1482,-20.4804,211.998,g
42.7735,24.0127,13.269,2.7447,0.2646,0.1485,-23.4385,-27.861,-27.2832,277.779,g
23.9467,14.5395,60.493,2.634,0.446,0.2404,-8.6566,12.5722,-18.8146,185.734,g
37.6122,14.3011,28.521,2.7404,0.3345,0.1918,10.0353,21.3123,6.1052,220.166,g
22.241,8.9672,32.6097,2.2529,0.6536,0.338,9.4599,10.3637,0.7829,185.545,g
27.506,17.6938,3.3162,2.7263,0.338,0.1775,-11.2782,12.4763,-28.9954,187.61,g
21.1305,12.5141,81.2274,2.4057,0.4676,0.2534,-10.1223,-12.1122,-26.9401,168.833,g
27.515,14.227,8.977,2.6196,0.4034,0.2197,9.1943,-16.8821,-14.2964,173.972,g
31.5473,16.5484,10.6245,2.5993,0.3371,0.2,11.3766,-21.8471,-1.0313,196.962,g
18.0693,9.6759,84.2593,2.3598,0.7162,0.3996,6.8677,-12.7659,-19.5487,185.565,g
67.9187,18.5575,9.654,2.9001,0.2605,0.1479,15.8403,29.7202,-0.1913,232.656,g
27.8546,16.5647,4.1367,2.882,0.4173,0.2277,9.745,-19.3784,-12.7839,213.389,g
81.8495,36.8892,16.194,2.772,0.2604,0.1513,24.6676,25.5609,-98.2812,237.432,g
23.4123,14.7674,39.4624,2.4997,0.4684,0.2927,-13.7075,14.9779,8.6813,212.326,g
70.2288,28.4154,1.562,3.1828,0.2553,0.1506,-19.9625,65.1319,-19.6781,321.541,g
34.1392,18.3298,13.7301,2.5599,0.3994,0.2576,-9.5372,16.5571,33.6157,112.276,g
29.0976,15.3475,36.077,2.6243,0.3919,0.2458,11.7229,6.2127,12.7534,194.115,g
29.4748,14.7801,10.721,2.8264,0.3743,0.1887,11.1788,-15.1459,-19.2304,162.78,g
38.941,22.4191,13.913,3.2844,0.2234,0.1265,-13.0111,27.294,23.2233,131.992,g
20.8484,12.248,68.6674,2.437,0.5082,0.2797,-9.4669,-10.5577,-26.4809,100.45,g
88.0174,21.6106,6.986,3.2456,0.1823,0.0934,2.3756,78.2005,77.0907,243.888,g
59.0112,26.2465,1.8811,3.5361,0.1691,0.0921,-17.2875,45.5126,48.3117,206.842,g
79.539,22.7182,1.6851,3.4649,0.1793,0.0931,-11.0191,75.6075,21.7908,267.36,g
106.364,49.748,0.624,4.3237,0.0584,0.0301,-23.9498,83.0956,10.6809,244.643,g
34.9792,22.7377,4.075,3.0222,0.247,0.1363,16.9388,13.4747,4.3277,94.4528,g
12.4899,11.9789,45.6611,2.1688,0.6915,0.3559,10.5907,-8.5835,15.9987,217.134,g
55.8434,21.4546,5.4306,3.2007,0.2123,0.1169,9.9968,-27.5871,-27.225,233.588,g
68.7354,20.5108,9.3666,2.9251,0.2175,0.1182,-11.3574,45.2258,46.1909,153.897,g
64.5226,14.9087,0.47,2.5557,0.3115,0.1878,-7.4207,-40.6169,79.1655,198.596,g
31.5737,19.7566,29.603,2.6258,0.3006,0.155,12.28,-5.5612,14.159,135.206,g
38.3448,14.1032,0.1899,2.8238,0.3781,0.2093,-5.8822,26.0716,40.6911,177.974,g
37.7253,16.6038,15.834,2.7716,0.2758,0.1497,7.8238,33.9511,19.6874,256.048,g
26.7751,18.1128,66.0281,2.6556,0.4199,0.2155,-11.7582,14.3378,19.1387,57.7037,g
33.0776,12.6328,29.307,2.5126,0.3963,0.2473,-7.7522,-23.3928,12.1478,97.1445,g
42.1712,11.9324,10.7626,2.4829,0.4539,0.2418,-9.1849,17.3649,45.024,124.56,g
67.2302,17.0296,13.9446,2.9664,0.2896,0.1486,10.6782,59.9437,-126.614,204.926,g
62.3261,18.0596,73.9247,2.7574,0.3217,0.1705,7.7899,49.8049,60.5019,122.613,g
63.7006,19.4801,8.519,3.2033,0.2549,0.1362,-11.9541,46.0652,65.4462,245.152,g
36.852,25.1337,8.877,3.0052,0.2184,0.1131,6.2066,29.5049,19.2474,98.7117,g
38.7558,15.7457,3.952,2.8041,0.3108,0.1562,-9.8638,14.8127,40.2922,148.485,g
57.7702,19.8409,6.527,3.146,0.2272,0.1504,-4.8554,43.2779,33.752,154.146,g
88.5562,23.4657,0.8794,3.6856,0.1452,0.0851,10.4241,72.9694,74.4441,230.344,g
41.745,19.728,1.2137,3.1065,0.2504,0.1475,11.3817,34.9348,36.2267,167.026,g
17.2692,11.1405,40.0799,2.2504,0.5562,0.3118,5.3486,-6.3159,1.2627,206.442,g
23.1041,16.8594,21.8327,2.4281,0.4216,0.2146,10.5502,-11.8597,-15.7757,202.634,g
35.315,16.4057,5.231,2.6871,0.3145,0.1799,-9.4979,29.9203,44.3245,151.136,g
30.7339,13.3786,4.661,2.5484,0.4583,0.3098,-12.3432,-25.4043,-17.5294,192.529,g
46.3706,21.9331,2.447,2.9206,0.3109,0.1603,-13.6362,32.6991,26.5122,264.805,g
47.0893,20.5962,2.621,2.9763,0.1911,0.0956,-7.5246,39.1249,13.9659,180.709,g
19.7221,15.8656,31.983,2.6248,0.5196,0.3096,-13.2124,13.3605,7.4801,132.292,g
32.9203,27.2356,13.181,3.2348,0.2679,0.1401,-17.264,28.0548,13.4766,130.225,g
31.4417,19.7318,27.914,2.9827,0.333,0.1722,10.6866,21.7099,23.7303,96.3967,g
77.8088,24.8816,19.558,3.233,0.1901,0.1108,-10.7477,77.1651,67.6469,201.848,g
71.9672,29.0411,2.8019,3.4757,0.2371,0.1339,-17.0144,61.4417,-26.1392,335.801,g
37.4443,24.6122,7.341,3.0257,0.2667,0.1447,-18.7103,27.5978,6.9242,162.335,g
94.8276,37.9939,1.024,4.0896,0.0905,0.0506,22.9415,86.3984,10.1907,192.106,g
38.0902,23.3226,25.6015,3.2331,0.2619,0.1535,-13.6954,27.8475,30.0035,78.4666,g
27.1239,17.6472,16.169,3.058,0.3132,0.1728,-13.4637,8.1116,2.558,234.602,g
28.9475,20.2296,56.0565,2.78,0.2988,0.1751,-9.4908,16.1185,19.3121,197.445,g
12.9683,11.098,38.1314,2.3149,0.7458,0.4431,-9.6018,-6.908,14.3448,162.358,g
35.7536,18.467,0.226,2.9834,0.267,0.1584,11.7761,-23.523,1.9518,132.719,g
43.9643,15.1253,1.228,2.8454,0.3212,0.2034,11.334,-25.9433,-24.454,171.96,g
58.6495,27.8697,6.845,3.0837,0.1814,0.0961,-12.0952,-38.1196,-6.1004,263.348,g
72.6419,23.1654,2.1522,3.0101,0.2794,0.1832,-20.6375,41.3698,-32.2986,329.579,g
20.9402,15.2975,14.19,2.5933,0.4235,0.2258,-7.8032,11.1188,22.2469,107.513,g
91.6993,42.7846,1.9921,3.9713,0.1243,0.064,-29.1995,51.3861,17.2429,346.239,g
17.8663,10.0635,23.3338,2.4031,0.6482,0.413,3.5509,13.3886,18.7946,76.7357,g
24.9509,12.2758,23.425,2.4928,0.4566,0.2331,6.3908,18.5466,31.4747,184.21,g
37.8835,12.4431,6.518,2.5752,0.3298,0.1662,-3.8536,-25.4924,-25.5734,242.106,g
34.9294,15.993,1.3937,2.5658,0.3505,0.1861,-8.1753,23.9472,31.1743,210.866,g
26.8589,11.3542,0.638,2.5145,0.4465,0.2248,-5.5475,6.5357,37.5401,145.696,g
26.889,9.8236,18.419,2.4433,0.4468,0.2324,-6.9568,19.4041,34.4309,192.16,g
77.8141,26.5122,2.712,3.7987,0.1644,0.0897,14.2353,65.7207,37.0051,218.662,g
20.2467,10.4762,79.4844,2.3096,0.6275,0.3162,10.9604,-18.0061,8.6645,161.749,g
19.8657,10.773,17.929,2.3324,0.5953,0.3326,9.9813,17.5656,-8.0461,53.4503,g
18.4491,7.3587,42.315,2.1945,0.8051,0.4824,2.9172,-8.2376,3.9625,135.144,g
39.4796,16.8977,1.129,2.932,0.3474,0.1959,6.6446,28.3,31.9808,198.882,g
112.635,31.147,17.724,2.9868,0.1918,0.1139,23.0827,89.9887,-117.267,277.313,g
27.1373,13.7348,17.2732,2.4281,0.4851,0.2743,9.8976,20.5919,6.3929,157.231,g
73.2648,27.0787,6.2195,3.5292,0.1718,0.0897,18.8744,67.9722,28.7515,285.997,g
61.374,22.8597,3.713,3.0245,0.2108,0.112,15.9629,46.4616,47.2363,262.058,g
31.257,10.796,1.9639,2.4456,0.4086,0.2097,5.4537,-23.4546,-19.0605,187.887,g
12.6846,11.7208,4.176,2.1055,0.7137,0.3725,11.1393,7.3755,-15.4833,200.477,g
12.8557,9.8076,78.748,2.4141,0.79,0.5723,4.8509,8.5403,11.1126,169.005,g
13.4592,10.0133,17.4488,2.2055,0.8162,0.4704,11.5805,-6.8066,-13.5799,116.823,g
28.7248,16.5417,3.5355,2.6107,0.3358,0.1875,10.4323,15.164,38.7981,226.558,g
12.641,9.2152,31.8219,2.2516,0.8235,0.619,-7.2618,10.0579,9.8947,175.094,g
76.4482,26.3884,14.573,3.0874,0.2257,0.1141,16.3129,62.0248,-29.7807,305.318,g
97.3151,28.5147,2.984,3.3217,0.1692,0.097,22.2258,80.0073,-38.872,319.867,g
13.109,10.6767,32.0404,2.1156,0.7739,0.4713,-10.4481,-2.5324,-13.585,203.513,g
20.4623,12.5622,65.011,2.3918,0.5355,0.3225,-8.0259,13.219,17.6169,65.8902,g
84.3787,33.7186,0.1081,3.6211,0.2297,0.1222,-8.1588,-65.0604,-50.4275,383.599,g
30.15,19.2314,6.93,2.7243,0.2642,0.1557,-9.0885,-10.2902,-4.2906,173.789,g
36.4567,9.6195,19.724,2.4698,0.522,0.2729,-3.6981,22.7937,30.5904,228.153,g
45.4678,23.5905,1.087,2.9172,0.1936,0.0974,13.6138,-13.4235,61.7676,169.837,g
29.4682,24.3438,19.977,2.9368,0.2718,0.144,19.037,-14.4813,26.8358,118.517,g
32.4134,16.0437,17.831,2.5821,0.3351,0.1793,-11.5562,-23.0998,-24.4907,186.169,g
71.3468,25.1598,8.6575,3.0253,0.2047,0.1203,14.6913,51.7147,-120.403,211.858,g
27.8936,23.3166,82.8799,2.8698,0.3549,0.1964,-15.0672,17.6953,11.4203,83.9734,g
23.8686,16.2113,68.464,2.3883,0.5153,0.3211,-11.02,15.2242,25.2185,158.83,g
95.6947,21.7506,0.2763,3.5485,0.1259,0.0632,-8.6471,83.1004,41.2638,237.781,g
86.7133,32.065,0.6696,3.9639,0.1275,0.0657,-15.8098,68.7195,-85.4238,254.693,g
66.7069,26.946,5.3847,2.971,0.2694,0.1448,-18.6999,31.9335,21.8764,256.118,g
48.8204,9.7049,4.5898,2.7189,0.5826,0.4136,9.545,-38.0575,-48.1352,282.387,g
67.9187,32.6559,0.794,3.5981,0.1342,0.0798,-19.4972,30.696,-66.878,273.901,g
19.6321,7.4005,8.5814,2.0986,0.741,0.4263,-4.8491,-7.898,1.6898,133.457,g
12.9651,11.2603,56.521,2.081,0.7469,0.4025,-11.4327,5.9191,-14.9099,182.309,g
45.5298,24.456,5.7152,3.2177,0.1926,0.1142,-12.2948,-28.9219,-3.7433,212.955,g
38.9699,14.8991,14.53,2.8264,0.3908,0.2573,-9.8419,34.8474,17.0108,215.223,g
87.8842,35.0948,4.122,3.7411,0.1899,0.0968,19.7623,29.1815,-35.405,364.982,g
32.0222,8.6668,35.625,2.3454,0.4966,0.2551,-10.2571,-23.0419,-36.883,43.7536,g
33.1706,15.5717,7.608,2.667,0.3918,0.253,7.7843,20.7756,31.8744,170.48,g
41.9654,13.3986,7.1441,2.7619,0.2976,0.167,8.4213,-9.4224,47.5821,137.348,g
27.8675,6.8238,8.5878,2.3579,0.5965,0.3004,2.6727,17.9717,33.6239,141.871,g
25.5991,12.5304,8.7515,2.6959,0.4995,0.3293,-9.913,-19.2635,7.2105,215.707,g
28.2338,16.3284,8.526,2.5308,0.4065,0.2047,13.6102,21.8452,-10.6634,217.377,g
22.9956,14.8647,47.9304,2.4871,0.4169,0.2231,11.9746,9.2633,-15.3437,128.131,g
27.0944,21.3476,1.0148,3.1594,0.3332,0.1701,10.4483,22.1001,11.606,69.6275,g
17.1072,11.2406,54.2205,2.2989,0.5628,0.299,4.3863,-6.8364,1.6386,223.327,g
24.4446,14.3012,20.8407,2.5539,0.4385,0.2304,4.5104,21.6145,1.024,171.033,g
22.7103,17.5142,78.773,2.541,0.3683,0.2,-15.8225,9.9208,-9.0837,140.182,g
97.1547,38.0068,1.2669,3.972,0.1395,0.0706,-22.4139,70.3318,-10.9403,349.885,g
35.7748,15.872,2.073,2.6493,0.4439,0.2993,-13.7786,19.358,13.2986,180.333,g
17.0875,11.2666,56.4005,2.2553,0.5667,0.3083,4.9075,-5.2321,0.7686,142.859,g
17.725,7.4803,33.97,2.1833,0.7738,0.5344,3.8834,2.2463,-0.4145,252.016,g
90.8484,33.0185,2.5821,3.7827,0.1766,0.0923,20.7582,49.7881,-53.3876,332.585,g
80.5967,31.8121,5.9931,3.5604,0.0999,0.0541,11.1907,57.0513,90.83,219.884,g
58.649,11.4742,5.308,2.7275,0.3839,0.2406,-5.2842,40.9113,-87.1527,254.139,g
40.2965,15.4665,0.125,2.6959,0.292,0.1541,-9.4184,-18.9337,-48.9599,210.714,g
50.0449,32.9152,69.094,2.9472,0.2021,0.1056,19.2442,-37.444,-30.7985,94.9161,g
20.3131,14.9422,37.287,2.3838,0.4463,0.2624,-3.9695,-6.377,0.4564,230.014,g
18.9434,10.2434,12.938,2.3483,0.5336,0.2892,-1.8324,-7.7716,-24.816,134.474,g
30.3594,16.9003,0.2976,2.7033,0.3248,0.2069,5.16,-13.2944,10.4975,248.599,g
21.5732,0.0,0.0002,2.1222,0.7698,0.4792,0.0,9.6718,-1.8113,118.189,g
45.2808,20.8866,3.4724,3.0927,0.1979,0.103,-5.7971,-24.6513,8.9519,217.62,g
34.313,17.8379,4.4274,2.7694,0.3895,0.2338,9.2888,-26.385,11.8881,191.113,g
88.4638,26.6695,0.533,3.444,0.2338,0.1509,19.3974,44.1096,-45.0756,295.65,g
26.3201,13.6678,0.3082,2.4099,0.4202,0.2121,-10.5491,-18.1186,-32.1474,262.888,g
48.8261,15.6801,8.2676,2.8132,0.3105,0.2068,-5.4943,40.7527,35.9477,142.795,g
18.7991,12.4262,35.2698,2.3829,0.5507,0.3292,9.4186,-10.3469,1.1589,165.139,g
23.4563,11.3381,21.817,2.5051,0.5188,0.2766,5.2721,6.9172,7.9259,141.462,g
92.6332,30.1404,0.123,3.6898,0.2141,0.1278,14.4934,71.7015,-20.7682,340.839,g
49.0345,13.0214,5.173,2.8379,0.305,0.1547,-5.9572,29.7617,-25.2715,233.504,g
19.2295,11.4438,24.262,2.3655,0.5991,0.3039,8.9212,-18.4222,-10.422,222.838,g
94.1836,27.4501,2.957,3.5029,0.2441,0.1519,-18.0331,40.3463,-19.7617,310.397,g
19.2296,7.437,74.6152,2.1222,0.7547,0.4491,4.2152,-7.5664,1.8458,179.885,g
43.7014,14.2281,0.4341,2.86,0.2747,0.1401,-2.6712,24.9629,-48.3086,197.124,g
25.3012,16.2202,48.5567,2.5682,0.5568,0.3149,-14.7233,-27.258,-17.2506,228.125,g
71.7681,27.3733,5.254,3.6294,0.2033,0.1025,-6.9685,59.2579,27.6814,283.419,g
31.3318,19.8114,18.65,2.6794,0.3222,0.2061,18.9498,22.1769,18.3913,77.5384,g
18.6774,17.6112,8.3828,2.3551,0.5077,0.3068,-6.7637,-4.1781,22.6674,179.516,g
13.1551,9.0786,46.9567,2.4191,0.8495,0.581,10.5847,-10.1658,-10.8994,97.3209,g
20.5012,16.254,5.932,2.4249,0.4662,0.25,-9.2264,-14.3202,-23.6191,159.226,g
24.8332,7.3512,20.643,2.3784,0.6695,0.3703,-4.0712,-10.9453,-12.3142,128.14,g
96.5408,37.4145,9.0346,3.4348,0.1018,0.0564,-22.0443,57.73,106.233,210.203,g
18.2899,16.9979,23.367,2.4362,0.5165,0.2912,10.3602,13.8627,14.9739,197.529,g
23.1716,9.5924,30.652,2.2742,0.6223,0.4016,11.3888,20.1332,21.7069,125.416,g
34.9922,18.443,8.191,2.9883,0.3225,0.1628,12.0407,16.2665,6.2692,215.527,g
70.1479,20.2556,8.2377,3.4283,0.1984,0.1024,-10.1769,49.1044,-5.4196,233.607,g
29.5611,16.2612,23.721,2.5587,0.3204,0.1699,-5.6478,-8.9151,7.6545,118.679,g
94.8427,46.5011,3.2764,4.1613,0.0837,0.044,-29.6453,82.8087,97.0851,264.476,g
71.6093,20.8942,6.166,2.7551,0.3638,0.1819,-16.013,-16.0592,-31.573,309.411,g
48.5152,22.2848,0.6261,3.3116,0.1922,0.11,13.8125,18.4291,33.4214,213.416,g
80.7882,55.0349,22.529,3.4713,0.1449,0.0725,58.148,70.9064,31.8274,277.398,g
27.1259,12.9634,21.073,2.5653,0.3918,0.1973,4.5179,-16.2096,-13.1926,99.2327,g
19.7062,17.9125,29.7652,2.3589,0.477,0.2516,-10.408,18.3755,12.2868,177.847,g
19.8584,15.5018,20.1575,2.6405,0.476,0.2643,4.5488,15.8569,22.9476,159.01,g
32.392,14.8974,7.136,2.8663,0.3905,0.2211,6.632,15.8798,34.5464,217.28,g
28.6991,19.6079,21.0958,2.6212,0.3469,0.1782,-11.1086,23.5966,13.4919,158.988,g
41.2937,12.6744,5.153,2.6942,0.3458,0.181,8.7423,-30.0301,-35.2253,174.052,g
