fDist,fLength,fAlpha,fWidth,fM3Trans,fConc1,fConc,fSize,fAsym,fM3Long,class
142.487,29.4259,45.059,17.0431,8.1478,0.2028,0.3633,2.4526,-14.6546,-15.5914,g
169.123,40.749,8.364,26.1492,8.9177,0.1009,0.1933,3.2122,29.9765,-24.5987,g
90.7788,33.8898,6.891,17.6924,7.6886,0.1719,0.3026,2.9647,13.8792,25.8841,g
318.342,85.6478,0.7472,20.1038,-19.4233,0.2004,0.2719,3.3537,-43.2684,61.6568,g
207.058,21.4944,14.8311,10.4204,-8.5553,0.3088,0.5588,2.2304,-4.4301,16.7152,g
131.396,35.9225,2.969,14.7049,12.4547,0.1607,0.3093,2.5224,-5.9833,-17.4181,g
156.407,38.5491,7.8488,19.1817,-7.9478,0.1515,0.2947,3.0384,-2.0615,27.1747,g
197.379,32.0949,14.233,13.4114,6.6499,0.237,0.4049,2.6915,40.987,17.3007,g
143.347,29.9358,39.0829,23.5957,-14.6917,0.1691,0.302,2.7427,21.8132,13.6714,g
68.9708,24.8738,31.2269,19.3399,-11.409,0.1648,0.3194,2.7675,24.2257,-13.6964,g
225.093,13.1469,27.3603,10.548,10.6172,0.4788,0.7819,2.2467,-13.3907,-4.7953,g
122.76,23.6426,0.0,0.0,0.0,0.3705,0.7312,2.3149,2.7603,-12.9376,g
53.5635,36.2124,27.4653,9.5335,-5.3397,0.1963,0.3884,2.3838,-22.2515,-24.4503,g
183.056,31.3143,1.6985,18.0536,12.6812,0.1721,0.284,2.873,1.2051,14.7875,g
286.451,80.0634,0.57,31.6829,-12.4444,0.0556,0.1104,3.7285,30.1971,73.1529,g
214.16,45.5567,3.378,16.8422,-10.3577,0.1404,0.2749,2.9263,33.8612,24.1014,g
205.635,20.5056,1.701,12.823,8.7369,0.2683,0.51,2.3531,9.9865,14.0662,g
279.442,88.6611,0.71,23.5917,11.0464,0.0981,0.1866,3.3842,41.6122,91.629,g
118.458,23.8669,20.646,15.7684,-11.9383,0.2514,0.4271,2.639,-16.3651,-17.0472,g
232.553,29.669,12.24,19.4103,-13.4138,0.223,0.4011,2.5521,-22.4237,-21.0367,g
93.2392,32.4734,6.915,11.2154,-10.7728,0.3008,0.4799,2.7271,15.6316,30.4684,g
291.833,91.9495,4.1635,29.2949,22.0904,0.1416,0.2233,3.3654,-48.1293,43.1926,g
214.847,48.6413,11.287,19.3526,14.8701,0.1654,0.2978,2.8048,37.0506,20.0806,g
164.163,12.691,79.5407,11.6996,10.1028,0.3839,0.7109,2.0233,15.6692,-8.7521,g
168.656,23.2097,24.8586,19.4279,-7.0757,0.2269,0.3823,2.7251,11.7908,20.3361,g
168.887,43.1149,2.4098,20.6045,5.8435,0.1537,0.2615,2.9609,38.0039,23.6864,g
30.8191,34.3373,48.259,16.4943,-12.3771,0.1862,0.3246,2.8109,-2.201,-29.0313,g
93.8376,50.1872,17.073,27.6518,-10.5164,0.096,0.1859,3.4718,14.543,53.802,g
189.616,43.9615,6.846,20.2437,14.3218,0.109,0.2092,3.1313,-27.2263,-20.6041,g
190.772,24.598,8.0075,12.202,5.8666,0.2297,0.4492,2.5955,-16.8541,-16.6278,g
188.205,40.9468,3.655,18.4822,-8.7772,0.1278,0.2492,2.7882,8.9986,-21.5671,g
182.24,33.1959,6.484,11.5356,9.2649,0.2902,0.4324,2.6289,25.683,27.794,g
166.058,35.5524,13.69,15.3608,6.9349,0.1806,0.3579,2.7945,-10.5469,22.0225,g
145.226,18.1069,45.778,10.398,-4.8388,0.3447,0.6158,2.2788,21.4803,11.3674,g
184.927,23.3353,29.1324,20.2994,7.5957,0.1755,0.3298,2.6721,-19.4629,-17.4883,g
228.486,31.8025,9.822,12.3285,-10.7083,0.2076,0.3929,2.3502,-15.7609,-6.2242,g
104.52,19.8547,42.523,11.7229,-5.3479,0.3851,0.6017,2.4807,-4.6572,13.4459,g
206.648,72.7983,7.4414,23.2986,12.2292,0.0815,0.1589,3.3429,46.2421,59.0347,g
130.658,18.0762,20.997,11.9477,-11.3148,0.3989,0.5868,2.4464,3.1824,-10.1699,g
174.422,19.6908,25.149,9.72,3.0192,0.3243,0.5792,2.3054,-24.1813,-9.5954,g
246.786,92.3205,2.0919,31.3727,-17.7369,0.0993,0.1704,3.0948,96.7367,-55.23,g
165.641,18.9658,76.0739,7.402,-3.4053,0.4585,0.7798,2.1414,-3.1037,8.6013,g
119.196,38.525,2.3112,28.8308,-18.0274,0.1513,0.2375,3.0257,15.7854,11.6545,g
371.095,109.37,0.589,7.2912,5.8806,0.3973,0.6705,2.4116,-50.3473,-90.9952,g
189.763,31.0208,8.2969,10.3206,-7.8747,0.2992,0.5444,2.5218,-37.1024,-15.7849,g
71.4024,37.6758,20.1948,25.6146,-12.2202,0.1335,0.2457,3.6018,19.5589,28.2246,g
178.712,68.6967,3.4614,24.7983,23.1282,0.0996,0.1858,3.1733,19.6607,76.9693,g
173.349,22.7946,37.2132,17.6215,-12.0047,0.2442,0.473,2.2889,-25.018,-12.1896,g
235.075,72.912,9.402,10.4211,4.8373,0.2131,0.394,2.6693,20.5709,77.5674,g
300.163,74.1464,4.802,20.7143,19.484,0.1427,0.2799,2.7348,-31.1356,53.6291,g
265.076,58.4387,3.1218,17.4136,16.8556,0.139,0.2641,2.9342,82.5458,42.7297,g
222.286,62.1547,3.4278,22.8527,11.8992,0.0949,0.1805,3.4072,-15.0925,43.1847,g
194.863,18.7703,50.86,10.0147,-4.6444,0.3577,0.6166,2.4031,21.682,11.9557,g
80.7012,24.1417,89.2231,18.2322,3.5891,0.2287,0.3885,2.7853,3.201,-13.1804,g
297.823,85.4576,2.245,31.2369,-16.7292,0.0746,0.1354,3.2899,-64.0511,50.385,g
211.699,54.2845,1.7076,17.4844,-16.2378,0.2927,0.4683,2.6217,-14.1093,-62.4836,g
50.7506,19.7692,83.8778,15.8392,11.4315,0.3274,0.5489,2.6821,-19.1665,-15.8836,g
87.5154,20.6147,25.643,7.1962,-5.857,0.3646,0.722,2.1414,2.3508,-10.1138,g
295.812,53.6832,0.803,18.8762,14.2476,0.1904,0.3777,2.8048,-33.6288,-22.3987,g
230.846,108.261,1.873,35.2459,18.3796,0.0479,0.0908,3.9109,50.724,90.2158,g
209.056,64.713,1.569,25.9065,-9.7075,0.0881,0.1649,3.5062,22.1605,56.6713,g
122.622,63.6676,20.872,17.6143,10.6671,0.1718,0.3256,2.5877,45.3996,63.7663,g
92.7215,49.8142,14.103,14.8314,10.8811,0.2781,0.5096,2.372,-46.6986,-30.2335,g
223.254,47.4667,11.762,17.912,-11.3089,0.2172,0.3502,2.7181,57.3802,33.9482,g
225.89,41.504,12.8677,21.5189,17.9862,0.1496,0.249,2.6794,-40.125,-31.0859,g
180.522,47.1637,7.132,19.347,-6.9531,0.143,0.2606,2.9363,30.0344,40.5783,g
253.993,70.6596,11.138,30.9809,12.3933,0.0764,0.1529,3.1274,-77.6508,48.7238,g
261.59,66.5662,0.4,28.6046,20.895,0.0779,0.1552,3.5894,35.167,40.3408,g
107.15,28.3371,7.208,24.9896,-15.7731,0.19,0.3337,2.968,27.1233,22.0479,g
252.365,53.7088,11.677,16.6628,-12.9033,0.1668,0.2984,2.8695,20.2522,53.7607,g
340.809,79.7124,2.129,35.2208,-18.2423,0.1708,0.2914,3.3244,10.1771,-28.5291,g
154.642,30.251,2.103,13.6492,-9.1995,0.1768,0.3495,2.6946,-1.3097,17.8866,g
228.28,20.7708,72.2425,16.7921,14.5851,0.2267,0.4404,2.5815,6.1544,11.5784,g
183.708,27.1848,47.377,14.0718,7.5929,0.2188,0.4052,2.4893,-17.8425,14.9077,g
325.446,66.8289,5.1606,20.5976,-22.971,0.1967,0.3896,2.8979,-96.7076,-28.5553,g
151.76,35.8341,6.11,21.9779,17.1248,0.148,0.2649,2.7864,21.3774,-18.5377,g
193.871,57.8911,8.217,22.2757,14.4477,0.1435,0.2346,2.8497,88.1908,-36.4026,g
171.784,62.7644,4.1234,25.1345,-10.954,0.1001,0.1807,3.7026,34.1638,64.2319,g
160.596,30.3706,6.7334,22.2166,9.9684,0.1531,0.3005,3.0177,-18.1745,-15.7373,g
94.5324,23.3751,33.8435,12.5305,-7.8915,0.3104,0.5924,2.3243,28.3051,4.9827,g
170.111,101.178,3.1693,26.3345,17.8454,0.0763,0.152,3.1982,58.0917,109.953,g
254.953,39.2852,11.679,14.4233,-4.512,0.1812,0.3461,2.7396,47.5036,37.0007,g
105.064,12.7592,1.2142,11.6189,-11.5795,0.3678,0.7234,2.2162,15.1407,-4.8943,g
238.184,34.2513,4.939,17.3507,11.951,0.1514,0.2762,2.7202,-16.3295,-18.29,g
114.905,23.2118,7.755,10.7747,-10.2216,0.304,0.5568,2.2455,-23.5159,-19.3164,g
149.596,43.0546,12.089,19.9313,10.863,0.1475,0.2625,2.5676,-9.9563,30.6469,g
151.372,20.7417,16.395,15.2144,-8.5521,0.2406,0.4573,2.4669,2.6314,-10.302,g
206.474,22.3238,18.82,11.6049,-11.5998,0.2504,0.4888,2.5231,28.8057,10.4378,g
270.704,79.6309,2.3084,30.9289,18.1939,0.0788,0.1556,3.466,73.8548,71.5445,g
65.1353,32.9957,71.066,12.5757,-10.0969,0.327,0.5507,2.4175,20.9195,26.5732,g
196.59,60.012,11.1868,19.0335,-13.7127,0.1327,0.2389,2.9398,63.7436,29.51,g
182.494,26.1033,5.4609,19.74,-11.0293,0.1827,0.3105,2.7657,0.2545,-7.5265,g
147.6,40.0436,1.6058,29.8364,-18.7429,0.0881,0.1673,3.3093,43.8255,22.922,g
170.615,18.8932,14.71,15.3311,-9.6919,0.3245,0.5239,2.4822,3.915,-16.1011,g
66.8513,43.9241,21.329,10.9225,10.0655,0.2486,0.381,2.7202,-10.3197,-22.4855,g
126.2,23.6577,26.831,9.8458,10.2052,0.3,0.5657,2.243,-32.3346,16.0048,g
30.4329,28.4739,25.431,21.2686,-16.0947,0.1637,0.2945,2.6862,26.7542,12.1834,g
256.658,70.0225,3.902,26.4199,14.111,0.087,0.1654,3.3192,-74.3157,60.8729,g
202.542,72.7908,4.2311,23.7428,15.0871,0.0903,0.1803,3.5405,34.9796,74.514,g
129.373,30.5807,0.0648,12.704,-4.5491,0.2827,0.5298,2.2253,-19.9214,-13.3648,g
177.42,35.086,11.3154,19.428,-5.0981,0.1673,0.2688,3.1159,-10.5013,20.5008,g
220.319,31.3015,7.923,12.9583,-6.6409,0.2228,0.418,2.4616,39.4292,16.4468,g
67.7852,25.7334,49.1483,16.1706,-0.9389,0.2792,0.4527,2.7316,6.2344,22.7043,g
211.998,19.6633,81.0899,9.2678,2.7477,0.4147,0.6176,2.2304,-20.4804,-14.1482,g
277.779,42.7735,13.269,24.0127,-23.4385,0.1485,0.2646,2.7447,-27.2832,-27.861,g
185.734,23.9467,60.493,14.5395,-8.6566,0.2404,0.446,2.634,-18.8146,12.5722,g
220.166,37.6122,28.521,14.3011,10.0353,0.1918,0.3345,2.7404,6.1052,21.3123,g
185.545,22.241,32.6097,8.9672,9.4599,0.338,0.6536,2.2529,0.7829,10.3637,g
187.61,27.506,3.3162,17.6938,-11.2782,0.1775,0.338,2.7263,-28.9954,12.4763,g
168.833,21.1305,81.2274,12.5141,-10.1223,0.2534,0.4676,2.4057,-26.9401,-12.1122,g
173.972,27.515,8.977,14.227,9.1943,0.2197,0.4034,2.6196,-14.2964,-16.8821,g
196.962,31.5473,10.6245,16.5484,11.3766,0.2,0.3371,2.5993,-1.0313,-21.8471,g
185.565,18.0693,84.2593,9.6759,6.8677,0.3996,0.7162,2.3598,-19.5487,-12.7659,g
232.656,67.9187,9.654,18.5575,15.8403,0.1479,0.2605,2.9001,-0.1913,29.7202,g
213.389,27.8546,4.1367,16.5647,9.745,0.2277,0.4173,2.882,-12.7839,-19.3784,g
237.432,81.8495,16.194,36.8892,24.6676,0.1513,0.2604,2.772,-98.2812,25.5609,g
212.326,23.4123,39.4624,14.7674,-13.7075,0.2927,0.4684,2.4997,8.6813,14.9779,g
321.541,70.2288,1.562,28.4154,-19.9625,0.1506,0.2553,3.1828,-19.6781,65.1319,g
112.276,34.1392,13.7301,18.3298,-9.5372,0.2576,0.3994,2.5599,33.6157,16.5571,g
194.115,29.0976,36.077,15.3475,11.7229,0.2458,0.3919,2.6243,12.7534,6.2127,g
162.78,29.4748,10.721,14.7801,11.1788,0.1887,0.3743,2.8264,-19.2304,-15.1459,g
131.992,38.941,13.913,22.4191,-13.0111,0.1265,0.2234,3.2844,23.2233,27.294,g
100.45,20.8484,68.6674,12.248,-9.4669,0.2797,0.5082,2.437,-26.4809,-10.5577,g
243.888,88.0174,6.986,21.6106,2.3756,0.0934,0.1823,3.2456,77.0907,78.2005,g
206.842,59.0112,1.8811,26.2465,-17.2875,0.0921,0.1691,3.5361,48.3117,45.5126,g
267.36,79.539,1.6851,22.7182,-11.0191,0.0931,0.1793,3.4649,21.7908,75.6075,g
244.643,106.364,0.624,49.748,-23.9498,0.0301,0.0584,4.3237,10.6809,83.0956,g
94.4528,34.9792,4.075,22.7377,16.9388,0.1363,0.247,3.0222,4.3277,13.4747,g
217.134,12.4899,45.6611,11.9789,10.5907,0.3559,0.6915,2.1688,15.9987,-8.5835,g
233.588,55.8434,5.4306,21.4546,9.9968,0.1169,0.2123,3.2007,-27.225,-27.5871,g
153.897,68.7354,9.3666,20.5108,-11.3574,0.1182,0.2175,2.9251,46.1909,45.2258,g
198.596,64.5226,0.47,14.9087,-7.4207,0.1878,0.3115,2.5557,79.1655,-40.6169,g
135.206,31.5737,29.603,19.7566,12.28,0.155,0.3006,2.6258,14.159,-5.5612,g
177.974,38.3448,0.1899,14.1032,-5.8822,0.2093,0.3781,2.8238,40.6911,26.0716,g
256.048,37.7253,15.834,16.6038,7.8238,0.1497,0.2758,2.7716,19.6874,33.9511,g
57.7037,26.7751,66.0281,18.1128,-11.7582,0.2155,0.4199,2.6556,19.1387,14.3378,g
97.1445,33.0776,29.307,12.6328,-7.7522,0.2473,0.3963,2.5126,12.1478,-23.3928,g
124.56,42.1712,10.7626,11.9324,-9.1849,0.2418,0.4539,2.4829,45.024,17.3649,g
204.926,67.2302,13.9446,17.0296,10.6782,0.1486,0.2896,2.9664,-126.614,59.9437,g
122.613,62.3261,73.9247,18.0596,7.7899,0.1705,0.3217,2.7574,60.5019,49.8049,g
245.152,63.7006,8.519,19.4801,-11.9541,0.1362,0.2549,3.2033,65.4462,46.0652,g
98.7117,36.852,8.877,25.1337,6.2066,0.1131,0.2184,3.0052,19.2474,29.5049,g
148.485,38.7558,3.952,15.7457,-9.8638,0.1562,0.3108,2.8041,40.2922,14.8127,g
154.146,57.7702,6.527,19.8409,-4.8554,0.1504,0.2272,3.146,33.752,43.2779,g
230.344,88.5562,0.8794,23.4657,10.4241,0.0851,0.1452,3.6856,74.4441,72.9694,g
167.026,41.745,1.2137,19.728,11.3817,0.1475,0.2504,3.1065,36.2267,34.9348,g
206.442,17.2692,40.0799,11.1405,5.3486,0.3118,0.5562,2.2504,1.2627,-6.3159,g
202.634,23.1041,21.8327,16.8594,10.5502,0.2146,0.4216,2.4281,-15.7757,-11.8597,g
151.136,35.315,5.231,16.4057,-9.4979,0.1799,0.3145,2.6871,44.3245,29.9203,g
192.529,30.7339,4.661,13.3786,-12.3432,0.3098,0.4583,2.5484,-17.5294,-25.4043,g
264.805,46.3706,2.447,21.9331,-13.6362,0.1603,0.3109,2.9206,26.5122,32.6991,g
180.709,47.0893,2.621,20.5962,-7.5246,0.0956,0.1911,2.9763,13.9659,39.1249,g
132.292,19.7221,31.983,15.8656,-13.2124,0.3096,0.5196,2.6248,7.4801,13.3605,g
130.225,32.9203,13.181,27.2356,-17.264,0.1401,0.2679,3.2348,13.4766,28.0548,g
96.3967,31.4417,27.914,19.7318,10.6866,0.1722,0.333,2.9827,23.7303,21.7099,g
201.848,77.8088,19.558,24.8816,-10.7477,0.1108,0.1901,3.233,67.6469,77.1651,g
335.801,71.9672,2.8019,29.0411,-17.0144,0.1339,0.2371,3.4757,-26.1392,61.4417,g
162.335,37.4443,7.341,24.6122,-18.7103,0.1447,0.2667,3.0257,6.9242,27.5978,g
192.106,94.8276,1.024,37.9939,22.9415,0.0506,0.0905,4.0896,10.1907,86.3984,g
78.4666,38.0902,25.6015,23.3226,-13.6954,0.1535,0.2619,3.2331,30.0035,27.8475,g
234.602,27.1239,16.169,17.6472,-13.4637,0.1728,0.3132,3.058,2.558,8.1116,g
197.445,28.9475,56.0565,20.2296,-9.4908,0.1751,0.2988,2.78,19.3121,16.1185,g
162.358,12.9683,38.1314,11.098,-9.6018,0.4431,0.7458,2.3149,14.3448,-6.908,g
132.719,35.7536,0.226,18.467,11.7761,0.1584,0.267,2.9834,1.9518,-23.523,g
171.96,43.9643,1.228,15.1253,11.334,0.2034,0.3212,2.8454,-24.454,-25.9433,g
263.348,58.6495,6.845,27.8697,-12.0952,0.0961,0.1814,3.0837,-6.1004,-38.1196,g
329.579,72.6419,2.1522,23.1654,-20.6375,0.1832,0.2794,3.0101,-32.2986,41.3698,g
107.513,20.9402,14.19,15.2975,-7.8032,0.2258,0.4235,2.5933,22.2469,11.1188,g
346.239,91.6993,1.9921,42.7846,-29.1995,0.064,0.1243,3.9713,17.2429,51.3861,g
76.7357,17.8663,23.3338,10.0635,3.5509,0.413,0.6482,2.4031,18.7946,13.3886,g
184.21,24.9509,23.425,12.2758,6.3908,0.2331,0.4566,2.4928,31.4747,18.5466,g
242.106,37.8835,6.518,12.4431,-3.8536,0.1662,0.3298,2.5752,-25.5734,-25.4924,g
210.866,34.9294,1.3937,15.993,-8.1753,0.1861,0.3505,2.5658,31.1743,23.9472,g
145.696,26.8589,0.638,11.3542,-5.5475,0.2248,0.4465,2.5145,37.5401,6.5357,g
192.16,26.889,18.419,9.8236,-6.9568,0.2324,0.4468,2.4433,34.4309,19.4041,g
218.662,77.8141,2.712,26.5122,14.2353,0.0897,0.1644,3.7987,37.0051,65.7207,g
161.749,20.2467,79.4844,10.4762,10.9604,0.3162,0.6275,2.3096,8.6645,-18.0061,g
53.4503,19.8657,17.929,10.773,9.9813,0.3326,0.5953,2.3324,-8.0461,17.5656,g
135.144,18.4491,42.315,7.3587,2.9172,0.4824,0.8051,2.1945,3.9625,-8.2376,g
198.882,39.4796,1.129,16.8977,6.6446,0.1959,0.3474,2.932,31.9808,28.3,g
277.313,112.635,17.724,31.147,23.0827,0.1139,0.1918,2.9868,-117.267,89.9887,g
157.231,27.1373,17.2732,13.7348,9.8976,0.2743,0.4851,2.4281,6.3929,20.5919,g
285.997,73.2648,6.2195,27.0787,18.8744,0.0897,0.1718,3.5292,28.7515,67.9722,g
262.058,61.374,3.713,22.8597,15.9629,0.112,0.2108,3.0245,47.2363,46.4616,g
187.887,31.257,1.9639,10.796,5.4537,0.2097,0.4086,2.4456,-19.0605,-23.4546,g
200.477,12.6846,4.176,11.7208,11.1393,0.3725,0.7137,2.1055,-15.4833,7.3755,g
169.005,12.8557,78.748,9.8076,4.8509,0.5723,0.79,2.4141,11.1126,8.5403,g
116.823,13.4592,17.4488,10.0133,11.5805,0.4704,0.8162,2.2055,-13.5799,-6.8066,g
226.558,28.7248,3.5355,16.5417,10.4323,0.1875,0.3358,2.6107,38.7981,15.164,g
175.094,12.641,31.8219,9.2152,-7.2618,0.619,0.8235,2.2516,9.8947,10.0579,g
305.318,76.4482,14.573,26.3884,16.3129,0.1141,0.2257,3.0874,-29.7807,62.0248,g
319.867,97.3151,2.984,28.5147,22.2258,0.097,0.1692,3.3217,-38.872,80.0073,g
203.513,13.109,32.0404,10.6767,-10.4481,0.4713,0.7739,2.1156,-13.585,-2.5324,g
65.8902,20.4623,65.011,12.5622,-8.0259,0.3225,0.5355,2.3918,17.6169,13.219,g
383.599,84.3787,0.1081,33.7186,-8.1588,0.1222,0.2297,3.6211,-50.4275,-65.0604,g
173.789,30.15,6.93,19.2314,-9.0885,0.1557,0.2642,2.7243,-4.2906,-10.2902,g
228.153,36.4567,19.724,9.6195,-3.6981,0.2729,0.522,2.4698,30.5904,22.7937,g
169.837,45.4678,1.087,23.5905,13.6138,0.0974,0.1936,2.9172,61.7676,-13.4235,g
118.517,29.4682,19.977,24.3438,19.037,0.144,0.2718,2.9368,26.8358,-14.4813,g
186.169,32.4134,17.831,16.0437,-11.5562,0.1793,0.3351,2.5821,-24.4907,-23.0998,g
211.858,71.3468,8.6575,25.1598,14.6913,0.1203,0.2047,3.0253,-120.403,51.7147,g
83.9734,27.8936,82.8799,23.3166,-15.0672,0.1964,0.3549,2.8698,11.4203,17.6953,g
158.83,23.8686,68.464,16.2113,-11.02,0.3211,0.5153,2.3883,25.2185,15.2242,g
237.781,95.6947,0.2763,21.7506,-8.6471,0.0632,0.1259,3.5485,41.2638,83.1004,g
254.693,86.7133,0.6696,32.065,-15.8098,0.0657,0.1275,3.9639,-85.4238,68.7195,g
256.118,66.7069,5.3847,26.946,-18.6999,0.1448,0.2694,2.971,21.8764,31.9335,g
282.387,48.8204,4.5898,9.7049,9.545,0.4136,0.5826,2.7189,-48.1352,-38.0575,g
273.901,67.9187,0.794,32.6559,-19.4972,0.0798,0.1342,3.5981,-66.878,30.696,g
133.457,19.6321,8.5814,7.4005,-4.8491,0.4263,0.741,2.0986,1.6898,-7.898,g
182.309,12.9651,56.521,11.2603,-11.4327,0.4025,0.7469,2.081,-14.9099,5.9191,g
212.955,45.5298,5.7152,24.456,-12.2948,0.1142,0.1926,3.2177,-3.7433,-28.9219,g
215.223,38.9699,14.53,14.8991,-9.8419,0.2573,0.3908,2.8264,17.0108,34.8474,g
364.982,87.8842,4.122,35.0948,19.7623,0.0968,0.1899,3.7411,-35.405,29.1815,g
43.7536,32.0222,35.625,8.6668,-10.2571,0.2551,0.4966,2.3454,-36.883,-23.0419,g
170.48,33.1706,7.608,15.5717,7.7843,0.253,0.3918,2.667,31.8744,20.7756,g
137.348,41.9654,7.1441,13.3986,8.4213,0.167,0.2976,2.7619,47.5821,-9.4224,g
141.871,27.8675,8.5878,6.8238,2.6727,0.3004,0.5965,2.3579,33.6239,17.9717,g
215.707,25.5991,8.7515,12.5304,-9.913,0.3293,0.4995,2.6959,7.2105,-19.2635,g
217.377,28.2338,8.526,16.3284,13.6102,0.2047,0.4065,2.5308,-10.6634,21.8452,g
128.131,22.9956,47.9304,14.8647,11.9746,0.2231,0.4169,2.4871,-15.3437,9.2633,g
69.6275,27.0944,1.0148,21.3476,10.4483,0.1701,0.3332,3.1594,11.606,22.1001,g
223.327,17.1072,54.2205,11.2406,4.3863,0.299,0.5628,2.2989,1.6386,-6.8364,g
171.033,24.4446,20.8407,14.3012,4.5104,0.2304,0.4385,2.5539,1.024,21.6145,g
140.182,22.7103,78.773,17.5142,-15.8225,0.2,0.3683,2.541,-9.0837,9.9208,g
349.885,97.1547,1.2669,38.0068,-22.4139,0.0706,0.1395,3.972,-10.9403,70.3318,g
180.333,35.7748,2.073,15.872,-13.7786,0.2993,0.4439,2.6493,13.2986,19.358,g
142.859,17.0875,56.4005,11.2666,4.9075,0.3083,0.5667,2.2553,0.7686,-5.2321,g
252.016,17.725,33.97,7.4803,3.8834,0.5344,0.7738,2.1833,-0.4145,2.2463,g
332.585,90.8484,2.5821,33.0185,20.7582,0.0923,0.1766,3.7827,-53.3876,49.7881,g
219.884,80.5967,5.9931,31.8121,11.1907,0.0541,0.0999,3.5604,90.83,57.0513,g
254.139,58.649,5.308,11.4742,-5.2842,0.2406,0.3839,2.7275,-87.1527,40.9113,g
210.714,40.2965,0.125,15.4665,-9.4184,0.1541,0.292,2.6959,-48.9599,-18.9337,g
94.9161,50.0449,69.094,32.9152,19.2442,0.1056,0.2021,2.9472,-30.7985,-37.444,g
230.014,20.3131,37.287,14.9422,-3.9695,0.2624,0.4463,2.3838,0.4564,-6.377,g
134.474,18.9434,12.938,10.2434,-1.8324,0.2892,0.5336,2.3483,-24.816,-7.7716,g
248.599,30.3594,0.2976,16.9003,5.16,0.2069,0.3248,2.7033,10.4975,-13.2944,g
118.189,21.5732,0.0002,0.0,0.0,0.4792,0.7698,2.1222,-1.8113,9.6718,g
217.62,45.2808,3.4724,20.8866,-5.7971,0.103,0.1979,3.0927,8.9519,-24.6513,g
191.113,34.313,4.4274,17.8379,9.2888,0.2338,0.3895,2.7694,11.8881,-26.385,g
295.65,88.4638,0.533,26.6695,19.3974,0.1509,0.2338,3.444,-45.0756,44.1096,g
262.888,26.3201,0.3082,13.6678,-10.5491,0.2121,0.4202,2.4099,-32.1474,-18.1186,g
142.795,48.8261,8.2676,15.6801,-5.4943,0.2068,0.3105,2.8132,35.9477,40.7527,g
165.139,18.7991,35.2698,12.4262,9.4186,0.3292,0.5507,2.3829,1.1589,-10.3469,g
141.462,23.4563,21.817,11.3381,5.2721,0.2766,0.5188,2.5051,7.9259,6.9172,g
340.839,92.6332,0.123,30.1404,14.4934,0.1278,0.2141,3.6898,-20.7682,71.7015,g
233.504,49.0345,5.173,13.0214,-5.9572,0.1547,0.305,2.8379,-25.2715,29.7617,g
222.838,19.2295,24.262,11.4438,8.9212,0.3039,0.5991,2.3655,-10.422,-18.4222,g
310.397,94.1836,2.957,27.4501,-18.0331,0.1519,0.2441,3.5029,-19.7617,40.3463,g
179.885,19.2296,74.6152,7.437,4.2152,0.4491,0.7547,2.1222,1.8458,-7.5664,g
197.124,43.7014,0.4341,14.2281,-2.6712,0.1401,0.2747,2.86,-48.3086,24.9629,g
228.125,25.3012,48.5567,16.2202,-14.7233,0.3149,0.5568,2.5682,-17.2506,-27.258,g
283.419,71.7681,5.254,27.3733,-6.9685,0.1025,0.2033,3.6294,27.6814,59.2579,g
77.5384,31.3318,18.65,19.8114,18.9498,0.2061,0.3222,2.6794,18.3913,22.1769,g
179.516,18.6774,8.3828,17.6112,-6.7637,0.3068,0.5077,2.3551,22.6674,-4.1781,g
97.3209,13.1551,46.9567,9.0786,10.5847,0.581,0.8495,2.4191,-10.8994,-10.1658,g
159.226,20.5012,5.932,16.254,-9.2264,0.25,0.4662,2.4249,-23.6191,-14.3202,g
128.14,24.8332,20.643,7.3512,-4.0712,0.3703,0.6695,2.3784,-12.3142,-10.9453,g
210.203,96.5408,9.0346,37.4145,-22.0443,0.0564,0.1018,3.4348,106.233,57.73,g
197.529,18.2899,23.367,16.9979,10.3602,0.2912,0.5165,2.4362,14.9739,13.8627,g
125.416,23.1716,30.652,9.5924,11.3888,0.4016,0.6223,2.2742,21.7069,20.1332,g
215.527,34.9922,8.191,18.443,12.0407,0.1628,0.3225,2.9883,6.2692,16.2665,g
233.607,70.1479,8.2377,20.2556,-10.1769,0.1024,0.1984,3.4283,-5.4196,49.1044,g
118.679,29.5611,23.721,16.2612,-5.6478,0.1699,0.3204,2.5587,7.6545,-8.9151,g
264.476,94.8427,3.2764,46.5011,-29.6453,0.044,0.0837,4.1613,97.0851,82.8087,g
309.411,71.6093,6.166,20.8942,-16.013,0.1819,0.3638,2.7551,-31.573,-16.0592,g
213.416,48.5152,0.6261,22.2848,13.8125,0.11,0.1922,3.3116,33.4214,18.4291,g
277.398,80.7882,22.529,55.0349,58.148,0.0725,0.1449,3.4713,31.8274,70.9064,g
99.2327,27.1259,21.073,12.9634,4.5179,0.1973,0.3918,2.5653,-13.1926,-16.2096,g
177.847,19.7062,29.7652,17.9125,-10.408,0.2516,0.477,2.3589,12.2868,18.3755,g
159.01,19.8584,20.1575,15.5018,4.5488,0.2643,0.476,2.6405,22.9476,15.8569,g
217.28,32.392,7.136,14.8974,6.632,0.2211,0.3905,2.8663,34.5464,15.8798,g
158.988,28.6991,21.0958,19.6079,-11.1086,0.1782,0.3469,2.6212,13.4919,23.5966,g
174.052,41.2937,5.153,12.6744,8.7423,0.181,0.3458,2.6942,-35.2253,-30.0301,g
